zip,ruca,population,median_household_income,within_10_miles_count
59088,Suburban,"1,135","$62,386",0.0
59089,Rural,469,"$42,031",0.0
59101,Urban,"40,565","$50,330",0.0
59102,Urban,"48,325","$65,502",2.0
59105,Urban,"33,494","$68,236",0.0
59106,Suburban,"19,812","$104,117",1.0
59201,Suburban,"5,411","$45,213",0.0
59211,Rural,259,"$143,289",0.0
59212,Rural,384,"$66,125",0.0
59213,Suburban,727,"$39,167",0.0
59214,Rural,51,,0.0
59215,Rural,926,"$73,500",0.0
59217,Suburban,181,"$66,641",0.0
59218,Rural,954,"$85,294",0.0
59219,Rural,310,"$65,000",0.0
59221,Rural,"2,093","$66,042",0.0
59222,Rural,200,,0.0
59223,Rural,52,,0.0
59225,Suburban,668,"$40,625",0.0
59226,Rural,658,"$53,750",0.0
59230,Suburban,"4,570","$56,429",0.0
59231,Suburban,373,"$37,344",0.0
59240,Rural,14,"$42,500",0.0
59241,Rural,419,"$42,647",0.0
59242,Rural,60,"$73,571",0.0
59243,Suburban,326,"$66,875",0.0
59244,Suburban,83,"$64,375",0.0
59247,Rural,298,"$39,000",0.0
59248,Suburban,943,"$64,886",0.0
59250,Rural,256,"$77,500",0.0
59252,Rural,96,"$70,833",0.0
59253,Rural,92,"$116,000",0.0
59254,Rural,"1,800","$56,591",0.0
59255,Suburban,"3,401","$36,250",0.0
59256,Rural,61,"$30,481",0.0
59257,Rural,79,"$59,000",0.0
59258,Rural,149,,0.0
59259,Rural,295,"$67,679",0.0
59260,Rural,87,"$53,750",0.0
59261,Rural,509,"$50,000",0.0
59262,Suburban,578,"$70,076",0.0
59263,Rural,"1,407","$50,625",0.0
59270,Suburban,"8,803","$58,469",0.0
59273,Rural,14,,0.0
59274,Rural,376,"$54,722",0.0
59275,Rural,471,"$60,347",0.0
59276,Rural,19,"$69,375",0.0
59301,Suburban,"11,552","$55,247",1.0
59311,Rural,151,"$47,500",0.0
59312,Rural,6,,0.0
59313,Rural,"2,387","$77,500",0.0
59314,Rural,109,"$54,643",0.0
59315,Rural,71,"$91,250",0.0
59316,Rural,16,"$125,938",0.0
59317,Rural,"1,065","$64,000",0.0
59318,Rural,135,,0.0
59319,Rural,16,,0.0
59322,Rural,90,"$33,750",0.0
59323,Rural,"2,094","$81,424",0.0
59324,Rural,813,"$38,906",0.0
59326,Rural,387,"$38,000",0.0
59327,Rural,"2,331","$53,385",0.0
59330,Suburban,"8,545","$56,250",0.0
59332,Rural,166,,0.0
59333,Rural,31,"$106,250",0.0
59336,Suburban,278,"$57,500",0.0
59337,Rural,642,"$61,429",0.0
59338,Suburban,190,,0.0
59339,Rural,98,"$50,833",0.0
59343,Rural,43,"$32,500",0.0
59344,Rural,625,"$102,083",0.0
59345,Rural,107,,0.0
59347,Rural,403,"$80,956",0.0
59349,Rural,831,"$44,594",0.0
59351,Suburban,228,"$48,750",0.0
59353,Rural,"1,045","$49,167",0.0
59354,Rural,15,,0.0
59401,Urban,"13,339","$44,575",2.0
59404,Urban,"29,092","$72,718",2.0
59405,Urban,"33,253","$48,813",0.0
59410,Rural,600,"$31,000",0.0
59411,Rural,757,"$58,100",0.0
59412,Suburban,"1,468","$69,375",0.0
59414,Suburban,752,"$51,406",2.0
59416,Suburban,399,"$91,429",0.0
59417,Suburban,"8,115","$32,786",0.0
59418,Suburban,82,,0.0
59419,Rural,74,,0.0
59420,Rural,239,"$54,107",0.0
59421,Suburban,"1,945","$62,228",0.0
59422,Rural,"2,769","$58,563",0.0
59424,Suburban,26,,0.0
59425,Suburban,"3,751","$55,652",0.0
59427,Suburban,"4,542","$47,957",0.0
59430,Suburban,528,"$73,125",0.0
59432,Rural,184,"$49,250",0.0
59433,Rural,473,"$46,250",0.0
59434,Rural,462,"$47,500",0.0
59435,Suburban,31,,0.0
59436,Rural,"2,079","$68,194",0.0
59440,Rural,233,,0.0
59441,Suburban,105,"$51,094",0.0
59442,Rural,"1,718","$61,477",0.0
59443,Suburban,527,"$62,054",0.0
59444,Suburban,338,"$45,568",0.0
59446,Rural,592,"$50,250",0.0
59447,Rural,313,"$75,938",0.0
59448,Rural,598,"$32,188",0.0
59450,Rural,624,"$56,500",0.0
59451,Suburban,206,"$82,721",0.0
59452,Rural,521,"$45,938",0.0
59453,Rural,254,"$31,750",0.0
59454,Rural,127,"$42,500",0.0
59456,Suburban,60,,0.0
59457,Suburban,"9,067","$52,452",0.0
59460,Rural,146,"$43,895",0.0
59461,Rural,10,,0.0
59462,Rural,207,"$43,125",0.0
59463,Suburban,108,,0.0
59464,Suburban,523,"$42,500",0.0
59465,Suburban,44,,0.0
59466,Rural,103,,0.0
59467,Rural,70,"$69,375",0.0
59468,Rural,622,"$50,903",0.0
59469,Rural,113,"$61,750",0.0
59471,Suburban,324,"$57,188",0.0
59472,Suburban,826,"$67,824",1.0
59474,Suburban,"3,438","$47,202",0.0
59477,Suburban,310,"$85,819",0.0
59479,Rural,731,"$44,485",0.0
59480,Suburban,320,"$63,750",0.0
59482,Rural,956,"$87,917",0.0
59483,Suburban,345,"$74,219",0.0
59484,Rural,105,"$71,369",0.0
59485,Suburban,687,"$71,528",0.0
59486,Rural,"1,202","$51,905",0.0
59487,Suburban,"1,354","$47,813",0.0
59489,Suburban,308,"$55,610",0.0
59501,Suburban,"12,175","$59,482",1.0
59520,Rural,"1,128","$51,776",0.0
59521,Rural,"3,978","$35,682",0.0
59522,Rural,"1,280","$50,972",0.0
59523,Rural,"2,115","$55,929",0.0
59524,Rural,889,"$36,667",0.0
59525,Suburban,260,"$43,684",0.0
59526,Rural,"2,686","$49,875",0.0
59527,Rural,"1,303","$42,656",0.0
59528,Suburban,229,"$53,333",0.0
59529,Rural,128,"$56,583",0.0
59530,Suburban,155,"$91,500",0.0
59531,Rural,441,"$46,042",0.0
59532,Suburban,119,"$72,083",0.0
59535,Rural,38,,0.0
59537,Rural,31,,0.0
59538,Rural,"2,936","$58,750",0.0
59540,Suburban,520,"$59,286",0.0
59542,Rural,263,"$43,125",0.0
59544,Rural,179,"$48,750",0.0
59545,Rural,56,"$36,688",0.0
59546,Rural,136,"$42,601",0.0
59547,Rural,80,"$53,500",0.0
59601,Urban,"31,640","$60,955",0.0
59602,Urban,"28,367","$79,621",1.0
59623,Urban,0,,1.0
59625,Urban,246,,1.0
59631,Suburban,377,"$43,929",0.0
59632,Suburban,"2,141","$54,667",0.0
59633,Suburban,255,,0.0
59634,Suburban,"5,323","$103,696",0.0
59635,Urban,"7,715","$68,338",1.0
59636,Suburban,48,,1.0
59638,Suburban,531,"$63,401",0.0
59639,Rural,"1,259","$39,500",0.0
59640,Suburban,100,,0.0
59642,Rural,34,,0.0
59643,Rural,566,"$22,321",0.0
59644,Rural,"4,700","$60,791",0.0
59645,Rural,"1,534","$52,168",0.0
59647,Rural,389,,0.0
59648,Suburban,374,"$60,417",0.0
59701,Urban,"33,671","$49,264",1.0
59710,Rural,303,"$38,833",0.0
59711,Suburban,"9,371","$46,195",0.0
59713,Rural,190,,0.0
59714,Urban,"22,684","$76,798",1.0
59715,Urban,"38,347","$71,792",0.0
59716,Rural,"2,597","$115,347",0.0
59718,Urban,"41,341","$81,194",0.0
59720,Rural,310,"$42,685",0.0
59721,Rural,426,"$72,083",0.0
59722,Suburban,"5,683","$46,707",0.0
59724,Rural,90,"$76,125",0.0
59725,Suburban,"7,805","$50,266",0.0
59727,Urban,344,"$65,625",0.0
59728,Rural,360,"$64,375",0.0
59729,Rural,"2,238","$58,179",0.0
59730,Suburban,"1,993","$85,577",0.0
59731,Rural,143,"$52,679",0.0
59732,Suburban,276,"$45,000",0.0
59733,Rural,229,"$87,870",0.0
59735,Rural,263,"$54,028",0.0
59736,Rural,158,"$69,375",0.0
59739,Rural,316,"$46,364",0.0
59740,Rural,414,"$38,666",0.0
59741,Rural,"5,314","$74,602",0.0
59743,Urban,175,,0.0
59745,Rural,139,"$64,375",0.0
59746,Suburban,142,"$50,000",0.0
59747,Rural,164,"$51,750",0.0
59748,Urban,308,"$73,654",1.0
59749,Rural,"2,059","$67,422",0.0
59750,Urban,377,"$74,667",0.0
59751,Rural,299,"$42,500",0.0
59752,Rural,"3,931","$73,776",0.0
59754,Rural,"1,075","$63,071",0.0
59755,Rural,148,"$68,750",0.0
59756,Rural,301,,0.0
59758,Rural,"1,658","$57,131",0.0
59759,Rural,"3,680","$55,223",0.0
59760,Rural,243,"$58,750",0.0
59761,Rural,360,"$68,542",0.0
59762,Rural,253,"$50,938",0.0
59801,Urban,"30,886","$46,112",2.0
59802,Urban,"19,790","$54,450",2.0
59803,Urban,"17,052","$89,946",2.0
59804,Urban,"7,802","$75,556",2.0
59808,Urban,"21,669","$65,567",1.0
59812,Urban,"1,480",,0.0
59820,Suburban,"1,950","$57,885",0.0
59821,Suburban,"2,770","$56,781",0.0
59823,Rural,"1,855","$73,333",2.0
59824,Rural,"1,371","$53,750",0.0
59825,Urban,"2,333","$74,167",0.0
59826,Rural,568,"$55,735",0.0
59827,Rural,256,"$60,938",0.0
59828,Suburban,"5,691","$70,299",0.0
59829,Rural,"2,335","$47,647",0.0
59830,Suburban,154,,0.0
59831,Rural,593,"$43,125",0.0
59832,Rural,867,"$53,365",0.0
59833,Suburban,"5,480","$73,255",0.0
59834,Suburban,"2,220","$82,395",0.0
59837,Rural,330,"$44,946",0.0
59840,Suburban,"14,292","$53,652",0.0
59841,Suburban,914,"$53,500",0.0
59842,Suburban,102,,0.0
59843,Rural,267,"$68,030",0.0
59844,Rural,664,"$36,406",0.0
59845,Rural,"1,323","$23,795",0.0
59846,Suburban,"1,139","$57,917",0.0
59847,Suburban,"6,287","$63,721",0.0
59848,Rural,98,"$100,114",0.0
59851,Urban,130,"$96,364",2.0
59853,Rural,815,"$58,068",0.0
59854,Rural,213,"$82,917",0.0
59855,Rural,489,"$21,354",1.0
59856,Rural,196,"$38,646",0.0
59858,Rural,"1,653","$43,750",0.0
59859,Rural,"3,953","$50,508",0.0
59860,Suburban,"11,464","$55,521",1.0
59863,Rural,191,"$68,889",0.0
59864,Rural,"6,931","$39,400",0.0
59865,Rural,"3,997","$51,550",0.0
59866,Suburban,978,"$58,750",0.0
59867,Suburban,36,,0.0
59868,Rural,"1,977","$46,875",0.0
59870,Suburban,"11,377","$66,855",0.0
59871,Rural,375,"$65,820",0.0
59872,Rural,"2,197","$47,581",0.0
59873,Rural,"2,810","$49,200",0.0
59874,Rural,"1,898","$52,478",0.0
59875,Rural,"3,924","$60,038",0.0
59901,Urban,"58,212","$63,555",1.0
59910,Suburban,759,,0.0
59911,Rural,"8,615","$74,375",0.0
59912,Suburban,"15,648","$64,250",0.0
59913,Rural,497,,0.0
59914,Suburban,342,"$58,438",0.0
59915,Suburban,306,,0.0
59916,Rural,148,"$51,071",0.0
59917,Rural,"5,277","$44,479",0.0
59918,Rural,599,"$72,667",0.0
59919,Rural,607,"$22,273",0.0
59920,Suburban,"1,409","$60,250",0.0
59922,Suburban,"2,440","$65,630",0.0
59923,Suburban,"9,139","$41,431",0.0
59925,Suburban,"1,692","$56,696",0.0
59926,Rural,355,"$28,583",0.0
59927,Rural,291,"$50,568",0.0
59928,Rural,181,"$56,667",0.0
59929,Rural,162,,0.0
59930,Rural,409,"$26,375",0.0
59931,Rural,311,"$153,542",0.0
59932,Suburban,"1,376","$49,237",0.0
59933,Rural,23,,0.0
59934,Rural,819,"$42,404",0.0
59935,Rural,"3,408","$38,250",0.0
59936,Rural,485,"$54,583",0.0
59937,Suburban,"14,066","$70,274",0.0
60002,Suburban,"24,257","$95,984",3.0
60004,Urban,"52,344","$108,890",7.0
60005,Urban,"29,622","$94,670",6.0
60007,Urban,"33,048","$89,408",8.0
60008,Urban,"23,191","$79,857",6.0
60010,Urban,"47,130","$153,125",5.0
60012,Suburban,"11,712","$140,788",3.0
60013,Urban,"26,689","$111,950",4.0
60014,Urban,"47,612","$95,576",5.0
60015,Urban,"27,671","$161,700",4.0
60016,Urban,"62,140","$73,428",7.0
60018,Urban,"29,161","$69,834",8.0
60020,Suburban,"10,932","$63,432",2.0
60021,Urban,"5,205","$105,583",4.0
60022,Urban,"8,536","$210,000",3.0
60025,Urban,"42,196","$106,519",5.0
60026,Urban,"14,206","$127,663",6.0
60029,Urban,524,"$211,100",5.0
60030,Suburban,"35,517","$97,295",5.0
60031,Urban,"37,818","$100,100",5.0
60033,Suburban,"13,658","$64,039",1.0
60034,Suburban,"2,274","$80,938",2.0
60035,Urban,"30,251","$153,199",3.0
60040,Urban,"5,204","$88,913",2.0
60041,Suburban,"8,646","$76,382",3.0
60042,Urban,"8,552","$82,933",2.0
60043,Urban,"2,423","$250,001",3.0
60044,Urban,"10,286","$113,516",2.0
60045,Urban,"21,324","$194,462",3.0
60046,Suburban,"35,225","$112,077",5.0
60047,Urban,"43,606","$152,984",3.0
60048,Urban,"29,594","$155,179",3.0
60050,Suburban,"31,748","$76,147",2.0
60051,Suburban,"23,388","$95,280",2.0
60053,Urban,"25,004","$91,389",5.0
60056,Urban,"56,912","$92,736",6.0
60060,Urban,"37,105","$99,419",4.0
60061,Urban,"27,761","$109,150",4.0
60062,Urban,"41,920","$128,312",4.0
60064,Urban,"15,961","$38,591",3.0
60067,Urban,"39,006","$117,823",6.0
60068,Urban,"39,531","$124,704",6.0
60069,Urban,"8,475","$126,944",4.0
60070,Urban,"15,875","$77,598",6.0
60071,Suburban,"3,910","$67,093",0.0
60072,Suburban,908,"$128,000",0.0
60073,Suburban,"62,719","$83,566",3.0
60074,Urban,"37,655","$70,999",6.0
60075,Suburban,29,,0.0
60076,Urban,"33,432","$89,448",5.0
60077,Urban,"29,238","$69,086",6.0
60081,Suburban,"9,246","$106,865",2.0
60083,Suburban,"9,156","$99,250",5.0
60084,Suburban,"16,999","$91,776",2.0
60085,Urban,"73,053","$54,239",4.0
60087,Urban,"27,470","$66,845",3.0
60088,Urban,"13,251","$57,967",3.0
60089,Urban,"42,993","$121,246",5.0
60090,Urban,"39,034","$74,337",6.0
60091,Urban,"27,750","$173,514",3.0
60093,Urban,"20,379","$218,393",3.0
60096,Urban,"6,721","$85,313",3.0
60097,Suburban,"11,593","$79,939",1.0
60098,Suburban,"33,101","$82,599",2.0
60099,Urban,"31,514","$61,042",3.0
60101,Urban,"37,765","$75,966",8.0
60102,Urban,"32,438","$111,796",4.0
60103,Urban,"42,318","$115,262",5.0
60104,Urban,"18,785","$66,564",8.0
60106,Urban,"20,694","$69,132",9.0
60107,Urban,"39,683","$88,586",6.0
60108,Urban,"23,703","$89,478",8.0
60109,Suburban,521,"$74,063",1.0
60110,Urban,"39,335","$74,402",5.0
60111,Suburban,105,"$104,063",1.0
60112,Urban,"4,515","$71,514",1.0
60113,Urban,311,"$67,125",1.0
60115,Urban,"42,815","$45,226",1.0
60118,Urban,"15,536","$98,380",4.0
60119,Urban,"10,779","$111,990",1.0
60120,Urban,"51,024","$74,287",4.0
60123,Urban,"49,140","$74,191",5.0
60124,Urban,"24,176","$125,754",4.0
60126,Urban,"47,822","$124,789",7.0
60129,Suburban,223,"$88,750",0.0
60130,Urban,"14,297","$72,827",7.0
60131,Urban,"18,409","$70,267",8.0
60133,Urban,"37,545","$80,535",6.0
60134,Urban,"30,514","$134,179",4.0
60135,Suburban,"7,069","$78,995",0.0
60136,Urban,"8,350","$101,689",4.0
60137,Urban,"38,648","$121,996",6.0
60139,Urban,"33,520","$77,513",7.0
60140,Urban,"20,859","$100,439",1.0
60141,Urban,298,"$14,539",7.0
60142,Urban,"29,478","$80,819",4.0
60143,Urban,"11,673","$111,057",8.0
60144,Suburban,97,"$56,250",1.0
60145,Suburban,"2,607","$88,438",0.0
60146,Suburban,"2,324","$76,488",0.0
60148,Urban,"53,072","$90,290",6.0
60150,Suburban,"1,998","$75,000",2.0
60151,Suburban,"4,068","$111,750",1.0
60152,Suburban,"12,471","$86,627",0.0
60153,Urban,"23,547","$58,764",7.0
60154,Urban,"16,837","$94,151",10.0
60155,Urban,"8,005","$56,751",7.0
60156,Urban,"29,024","$102,106",5.0
60157,Urban,"2,553","$101,979",8.0
60160,Urban,"25,417","$58,871",8.0
60162,Urban,"8,286","$62,224",9.0
60163,Urban,"5,307","$73,814",8.0
60164,Urban,"21,719","$65,401",7.0
60165,Urban,"4,611","$68,268",8.0
60169,Urban,"34,188","$82,177",6.0
60171,Urban,"10,571","$65,625",9.0
60172,Urban,"24,407","$95,258",5.0
60173,Urban,"14,016","$96,393",6.0
60174,Urban,"30,382","$93,969",4.0
60175,Urban,"26,677","$169,533",3.0
60176,Urban,"11,680","$59,420",12.0
60177,Urban,"23,859","$113,304",4.0
60178,Urban,"21,684","$77,489",1.0
60180,Urban,"1,596","$97,123",2.0
60181,Urban,"30,488","$80,943",8.0
60183,Urban,0,,3.0
60184,Urban,"2,543","$144,097",5.0
60185,Urban,"34,471","$88,486",6.0
60187,Urban,"30,465","$113,544",5.0
60188,Urban,"42,290","$96,298",7.0
60189,Urban,"30,550","$110,592",6.0
60190,Urban,"11,448","$131,449",6.0
60191,Urban,"14,136","$80,411",7.0
60192,Urban,"16,391","$134,481",5.0
60193,Urban,"40,150","$82,287",5.0
60194,Urban,"20,467","$85,837",5.0
60195,Urban,"4,865","$79,385",6.0
60201,Urban,"43,452","$81,128",4.0
60202,Urban,"34,793","$92,433",5.0
60203,Urban,"4,728","$132,500",4.0
60208,Urban,209,,4.0
60301,Urban,"2,890","$90,283",8.0
60302,Urban,"33,039","$91,020",9.0
60304,Urban,"18,171","$127,195",7.0
60305,Urban,"11,742","$129,263",9.0
60401,Suburban,"7,852","$81,193",0.0
60402,Urban,"65,326","$65,076",7.0
60403,Urban,"17,095","$63,099",5.0
60404,Urban,"19,651","$110,349",2.0
60406,Urban,"25,007","$50,095",8.0
60407,Suburban,"1,623","$61,429",0.0
60408,Suburban,"5,488","$77,847",0.0
60409,Urban,"36,065","$52,994",5.0
60410,Urban,"13,949","$102,521",1.0
60411,Urban,"53,242","$52,769",6.0
60415,Urban,"14,413","$56,494",7.0
60416,Suburban,"9,307","$70,027",1.0
60417,Urban,"15,607","$78,725",3.0
60418,Urban,"10,910","$65,735",6.0
60419,Urban,"21,588","$53,047",8.0
60420,Suburban,"4,750","$62,286",0.0
60421,Urban,"3,838","$91,991",2.0
60422,Urban,"10,531","$125,069",5.0
60423,Urban,"32,480","$123,776",4.0
60424,Suburban,"2,256","$72,188",0.0
60425,Urban,"8,680","$64,859",6.0
60426,Urban,"23,963","$35,810",9.0
60428,Urban,"11,316","$44,773",7.0
60429,Urban,"15,018","$53,575",5.0
60430,Urban,"20,351","$81,500",5.0
60431,Urban,"26,965","$99,715",2.0
60432,Urban,"19,927","$54,457",4.0
60433,Urban,"16,045","$55,851",3.0
60435,Urban,"48,131","$64,508",4.0
60436,Urban,"19,013","$53,113",1.0
60437,Suburban,87,"$104,375",0.0
60438,Urban,"29,390","$62,290",6.0
60439,Urban,"24,589","$116,865",6.0
60440,Urban,"51,310","$83,292",7.0
60441,Urban,"37,688","$88,331",6.0
60442,Urban,"12,758","$112,972",1.0
60443,Urban,"21,043","$79,979",3.0
60444,Suburban,"1,943","$76,761",0.0
60445,Urban,"14,666","$59,744",7.0
60446,Urban,"41,247","$87,994",6.0
60447,Urban,"15,544","$100,074",1.0
60448,Urban,"25,172","$110,681",2.0
60449,Urban,"9,579","$88,688",2.0
60450,Suburban,"20,540","$75,833",1.0
60451,Urban,"36,681","$117,667",2.0
60452,Urban,"27,247","$81,910",6.0
60453,Urban,"58,032","$70,787",8.0
60455,Urban,"17,332","$58,451",7.0
60456,Urban,"4,324","$52,639",7.0
60457,Urban,"14,034","$72,188",7.0
60458,Urban,"15,080","$54,685",8.0
60459,Urban,"29,312","$73,466",7.0
60460,Suburban,"1,318","$66,250",0.0
60461,Urban,"4,988","$96,000",5.0
60462,Urban,"40,950","$86,621",3.0
60463,Urban,"14,039","$101,090",6.0
60464,Urban,"9,811","$114,766",5.0
60465,Urban,"18,379","$72,570",5.0
60466,Urban,"21,549","$58,940",4.0
60467,Urban,"25,322","$96,412",5.0
60468,Suburban,"5,752","$92,386",0.0
60469,Urban,"5,732","$55,547",8.0
60470,Suburban,370,"$73,000",1.0
60471,Urban,"13,255","$66,382",3.0
60472,Urban,"4,863","$34,952",7.0
60473,Urban,"21,939","$72,735",7.0
60474,Suburban,702,"$78,750",0.0
60475,Urban,"10,010","$54,067",5.0
60476,Urban,"2,299","$59,632",8.0
60477,Urban,"37,073","$80,233",5.0
60478,Urban,"16,758","$64,809",5.0
60479,Suburban,740,"$88,750",0.0
60480,Urban,"5,341","$94,087",7.0
60481,Suburban,"11,313","$70,125",0.0
60482,Urban,"11,157","$51,672",6.0
60484,Urban,"6,678","$65,007",3.0
60487,Urban,"26,336","$119,671",4.0
60490,Urban,"22,497","$139,559",7.0
60491,Urban,"22,897","$121,275",5.0
60501,Urban,"11,772","$52,276",6.0
60502,Urban,"23,066","$133,674",6.0
60503,Urban,"16,752","$112,884",6.0
60504,Urban,"39,454","$87,038",5.0
60505,Urban,"61,702","$59,216",5.0
60506,Urban,"49,801","$66,867",5.0
60510,Urban,"28,696","$110,190",3.0
60511,Suburban,"1,835","$102,857",2.0
60512,Urban,"1,089","$93,302",3.0
60513,Urban,"19,535","$89,896",8.0
60514,Urban,"9,722","$101,649",8.0
60515,Urban,"29,144","$107,554",7.0
60516,Urban,"29,163","$104,143",6.0
60517,Urban,"33,318","$90,310",5.0
60518,Suburban,"3,650","$65,819",0.0
60519,Urban,40,,5.0
60520,Suburban,"2,888","$84,773",1.0
60521,Urban,"18,004","$216,286",6.0
60523,Urban,"10,173","$103,494",7.0
60525,Urban,"31,681","$99,004",7.0
60526,Urban,"13,572","$101,716",7.0
60527,Urban,"28,589","$107,003",7.0
60530,Suburban,791,"$92,917",0.0
60531,Suburban,"2,073","$67,188",0.0
60532,Urban,"29,144","$93,341",6.0
60534,Urban,"10,647","$68,004",10.0
60536,Urban,122,"$83,750",1.0
60537,Suburban,653,"$81,500",1.0
60538,Urban,"29,725","$84,896",5.0
60539,Urban,212,,6.0
60540,Urban,"42,911","$138,270",7.0
60541,Urban,"3,377","$97,472",1.0
60542,Urban,"18,229","$89,382",6.0
60543,Urban,"39,625","$105,835",4.0
60544,Urban,"27,606","$97,063",7.0
60545,Urban,"13,468","$83,342",1.0
60546,Urban,"16,728","$88,072",8.0
60548,Urban,"12,149","$76,220",1.0
60549,Suburban,594,"$108,813",0.0
60550,Suburban,"1,120","$70,665",0.0
60551,Suburban,"5,125","$74,367",0.0
60552,Suburban,"4,286","$93,031",1.0
60553,Suburban,688,"$82,500",1.0
60554,Urban,"12,043","$111,071",4.0
60555,Urban,"13,924","$90,359",4.0
60556,Suburban,"2,297","$83,200",0.0
60557,Urban,260,"$97,647",0.0
60558,Urban,"13,550","$196,638",8.0
60559,Urban,"24,706","$80,926",8.0
60560,Urban,"26,499","$106,429",2.0
60561,Urban,"23,444","$103,730",5.0
60563,Urban,"38,704","$100,438",5.0
60564,Urban,"46,390","$160,148",6.0
60565,Urban,"39,200","$144,668",6.0
60585,Urban,"24,471","$140,845",7.0
60586,Urban,"48,227","$116,675",3.0
60601,Urban,"14,804","$123,115",4.0
60602,Urban,"1,142","$235,666",4.0
60603,Urban,"1,275","$114,394",4.0
60604,Urban,687,"$67,938",4.0
60605,Urban,"32,077","$112,162",4.0
60606,Urban,"3,298","$130,196",4.0
60607,Urban,"29,990","$109,634",5.0
60608,Urban,"83,689","$61,490",6.0
60609,Urban,"61,861","$43,048",6.0
60610,Urban,"42,422","$99,246",4.0
60611,Urban,"34,562","$117,344",3.0
60612,Urban,"33,908","$52,126",6.0
60613,Urban,"53,282","$88,267",4.0
60614,Urban,"72,119","$123,610",5.0
60615,Urban,"41,767","$51,179",5.0
60616,Urban,"53,085","$65,489",5.0
60617,Urban,"84,193","$46,156",4.0
60618,Urban,"95,078","$91,650",6.0
60619,Urban,"63,481","$43,329",5.0
60620,Urban,"69,357","$40,117",7.0
60621,Urban,"26,538","$24,912",5.0
60622,Urban,"54,650","$110,694",6.0
60623,Urban,"77,352","$35,890",7.0
60624,Urban,"36,986","$29,102",6.0
60625,Urban,"80,028","$76,088",5.0
60626,Urban,"50,295","$51,562",5.0
60628,Urban,"64,489","$46,665",7.0
60629,Urban,"107,487","$46,217",8.0
60630,Urban,"55,591","$84,220",7.0
60631,Urban,"30,589","$103,588",7.0
60632,Urban,"87,395","$48,791",7.0
60633,Urban,"12,674","$54,074",7.0
60634,Urban,"77,520","$75,878",8.0
60636,Urban,"30,412","$27,831",5.0
60637,Urban,"49,514","$31,720",5.0
60638,Urban,"58,959","$76,258",7.0
60639,Urban,"89,037","$53,197",7.0
60640,Urban,"67,936","$63,660",4.0
60641,Urban,"71,003","$72,950",8.0
60642,Urban,"21,374","$131,201",5.0
60643,Urban,"49,796","$73,285",7.0
60644,Urban,"47,630","$31,816",7.0
60645,Urban,"48,585","$63,488",5.0
60646,Urban,"29,326","$103,913",5.0
60647,Urban,"85,564","$89,974",6.0
60649,Urban,"48,973","$38,026",4.0
60651,Urban,"64,638","$44,549",7.0
60652,Urban,"43,485","$70,766",7.0
60653,Urban,"34,519","$34,564",4.0
60654,Urban,"21,859","$127,072",3.0
60655,Urban,"28,751","$105,229",7.0
60656,Urban,"28,665","$75,006",10.0
60657,Urban,"72,113","$98,457",4.0
60659,Urban,"43,729","$57,077",5.0
60660,Urban,"44,972","$56,090",4.0
60661,Urban,"11,073","$139,063",5.0
60706,Urban,"24,272","$79,138",8.0
60707,Urban,"41,309","$68,430",9.0
60712,Urban,"13,358","$95,650",5.0
60714,Urban,"31,208","$70,085",6.0
60803,Urban,"22,329","$57,305",6.0
60804,Urban,"84,905","$58,433",8.0
60805,Urban,"19,884","$85,328",7.0
60827,Urban,"26,010","$32,801",7.0
60901,Urban,"34,453","$50,202",2.0
60910,Urban,534,"$54,583",2.0
60911,Suburban,"1,250","$81,071",0.0
60912,Suburban,539,"$45,417",0.0
60913,Suburban,"1,596","$76,563",0.0
60914,Urban,"28,842","$78,291",2.0
60915,Urban,"10,084","$49,819",2.0
60917,Suburban,464,"$69,141",0.0
60918,Suburban,603,"$65,208",0.0
60919,Rural,528,"$73,750",0.0
60920,Suburban,185,"$51,875",0.0
60921,Rural,"1,586","$53,828",0.0
60922,Suburban,"2,616","$69,390",1.0
60924,Rural,"1,512","$61,250",0.0
60926,Rural,81,,0.0
60927,Suburban,"2,255","$82,500",0.0
60928,Suburban,518,"$61,250",1.0
60929,Suburban,663,"$51,818",0.0
60930,Suburban,749,"$44,779",0.0
60931,Suburban,702,"$44,821",1.0
60932,Suburban,379,"$210,811",0.0
60933,Suburban,284,"$55,114",0.0
60934,Suburban,225,"$60,000",0.0
60935,Suburban,"1,312","$96,136",0.0
60936,Suburban,"4,243","$49,322",0.0
60938,Suburban,"1,816","$62,045",0.0
60939,Rural,0,,1.0
60940,Suburban,"3,098","$77,632",0.0
60941,Suburban,"1,695","$85,000",0.0
60942,Suburban,"5,797","$43,444",0.0
60945,Suburban,252,"$61,250",1.0
60946,Rural,446,"$56,875",0.0
60948,Suburban,"1,591","$87,143",0.0
60949,Suburban,500,"$49,375",1.0
60950,Urban,"12,006","$73,527",1.0
60951,Suburban,854,"$76,000",0.0
60952,Suburban,632,"$52,000",0.0
60953,Rural,"2,560","$51,904",0.0
60954,Suburban,"5,623","$50,690",0.0
60955,Suburban,"1,820","$63,929",0.0
60956,Suburban,117,"$39,167",0.0
60957,Suburban,"5,720","$59,933",0.0
60958,Suburban,"1,410","$37,500",0.0
60959,Rural,915,"$42,765",0.0
60960,Suburban,908,"$53,523",0.0
60961,Suburban,748,"$53,450",0.0
60962,Suburban,637,"$55,865",0.0
60963,Suburban,"1,345","$56,058",0.0
