ruca,great_circle_distance,origin,destination
Suburban,79.17976482964147,"44.029787,-76.222374","43.055548,-77.054895"
Suburban,85.00464657669879,"37.918876,-80.611705","37.3227,-79.252972"
Suburban,76.02563207400095,"39.659461,-103.948538","38.768327,-104.781632"
Suburban,54.73018760819413,"38.47913,-95.406321","39.131731,-94.83019"
Suburban,54.141528506489436,"41.695803,-72.087045","41.935099,-71.085869"
Suburban,64.3787319168136,"40.695087,-76.903957","39.91196,-77.56599"
Suburban,89.90760471351605,"30.581216,-98.208732","30.540033,-96.698318"
Suburban,64.27198580065573,"29.113458,-96.408664","29.679269,-95.561187"
Suburban,49.0046934414247,"43.258337,-76.6292","43.193671,-77.59852"
Suburban,88.2904738693528,"41.67676,-74.66627","40.695791,-73.578099"
Suburban,86.8796121736825,"41.98341,-76.93857","43.061281,-76.059924"
Suburban,68.11521032394585,"38.982404,-89.051628","38.814645,-87.803365"
Suburban,87.895968712578,"37.66344,-81.8504","36.508586,-82.519216"
Suburban,78.95704755758321,"38.430568,-77.192545","37.345664,-76.737645"
Suburban,65.36722841606839,"38.552305,-84.611567","37.614673,-84.771747"
Suburban,26.82118323484518,"38.069277,-87.783602","37.693209,-87.905536"
Suburban,64.58508467603801,"38.960269,-82.141796","39.891789,-82.041278"
Suburban,32.790649139046465,"32.022765,-86.336448","32.494407,-86.398843"
Suburban,50.849067164795194,"39.55895,-84.30411","40.28985,-84.191917"
Suburban,58.67847683138999,"40.830388,-84.085154","41.128576,-85.138477"
Suburban,50.07304960052365,"43.443936,-73.489198","42.747341,-73.762985"
Suburban,62.826211297774876,"34.93201,-98.14033","35.827467,-97.946509"
Suburban,66.9742509708743,"42.147454,-75.55656","43.023795,-74.993868"
Suburban,7.932646551361507,"42.39036,-73.78151","42.277931,-73.750041"
Suburban,83.40836203841758,"32.7098,-108.30199","32.832655,-109.730236"
Suburban,55.97201538945516,"39.27777,-77.532068","39.337429,-76.487945"
Suburban,33.17438331615413,"37.350092,-79.69189","37.767561,-79.991081"
Suburban,79.23413912162478,"38.744136,-87.321357","37.693209,-87.905536"
Suburban,70.74256919215094,"39.88505,-90.65596","38.881343,-90.917556"
Suburban,53.77302606834958,"47.9187,-122.55431","47.16137,-122.288701"
Suburban,24.42306803007626,"36.40784,-90.57983","36.057351,-90.522953"
Suburban,84.3096706924307,"39.32038,-78.29334","38.772337,-76.889525"
Suburban,72.81717293217547,"31.643557,-85.404255","32.402735,-86.266453"
Suburban,51.32258634008992,"44.72728,-75.32105","44.849297,-74.288642"
Suburban,39.46561765620873,"35.440832,-81.789415","35.261814,-81.12438"
Suburban,87.80673925872046,"36.84012,-80.96675","36.308965,-82.404385"
Suburban,86.15798908771842,"44.319199,-111.60171","43.198152,-112.357836"
Suburban,36.362354451575186,"41.32422,-83.43854","41.401321,-84.132175"
Suburban,58.49078650473564,"42.203102,-76.471165","43.036638,-76.270243"
Suburban,46.20145262148663,"38.870525,-82.406298","39.538772,-82.437381"
Suburban,88.82491819935812,"46.294519,-95.707485","45.549784,-94.201036"
Suburban,63.10296012853025,"40.958503,-83.247403","41.430178,-82.20806"
Suburban,63.0660548892955,"41.09537,-75.32491","41.31705,-74.147994"
Suburban,45.27236539610062,"32.569296,-80.719179","31.989816,-81.080923"
Suburban,60.538325744148864,"37.823412,-112.849246","37.12626,-113.518001"
Suburban,69.4800520313011,"36.714895,-87.150248","37.720234,-87.121713"
Suburban,79.67056758534844,"41.896623,-72.262236","40.846188,-72.896021"
Suburban,62.765049155341394,"41.835492,-103.974153","41.164066,-104.791142"
Suburban,52.28290560771531,"42.50089,-94.57695","42.025119,-95.372049"
Suburban,65.6217632429345,"32.869561,-99.808377","32.691018,-100.91789"
Suburban,87.37985566509457,"44.523556,-70.638174","43.454388,-71.577061"
Suburban,88.34360260626153,"38.533232,-96.01436","39.250907,-94.654743"
Suburban,78.34584516392589,"33.3801,-99.8437","32.691018,-100.91789"
Suburban,67.54089213800049,"39.729634,-90.531307","38.772199,-90.785955"
Suburban,78.07338742649667,"32.79413,-115.694768","32.637833,-117.024894"
Suburban,24.041452931081352,"42.444948,-96.069377","42.781841,-96.187651"
Suburban,33.75625856071467,"40.729298,-80.942791","40.678952,-80.301757"
Suburban,82.72469664515111,"40.549636,-90.997312","41.0125,-92.455586"
Suburban,6.861022247150706,"42.518443,-87.982634","42.466559,-87.867809"
Suburban,48.376790413216945,"32.474113,-93.288906","32.857635,-93.984753"
Suburban,55.228657026262596,"28.60999,-82.05508","29.06169,-81.30226"
Suburban,19.757644873460798,"31.483312,-82.214987","31.220181,-82.346077"
Suburban,79.21259002197188,"39.236906,-87.674977","39.767006,-86.35751"
Suburban,34.23263397608911,"33.505827,-112.323941","33.44978,-111.733754"
Suburban,58.775227311492856,"40.893341,-80.33774","41.2513,-81.361364"
Suburban,77.27432095434361,"34.2389,-117.23365","33.129612,-117.062391"
Suburban,68.40987685616993,"42.871497,-89.923881","43.570369,-90.886349"
Suburban,89.48943868529837,"32.09813,-83.504479","30.859303,-83.947653"
Suburban,58.47154107196333,"36.18208,-81.28426","35.655137,-80.466577"
Suburban,28.665244102099837,"34.893744,-89.564928","34.962776,-90.063902"
Suburban,85.03743136510153,"43.65775,-91.09652","44.686595,-90.154727"
Suburban,27.375264619546186,"40.30004,-90.06095","39.996786,-90.394535"
Suburban,37.64978344128167,"39.069484,-89.856534","38.745045,-90.419142"
Suburban,81.036176878369,"45.66912,-108.77153","44.517878,-109.088985"
Suburban,62.615605264642234,"38.894017,-75.520078","39.378836,-76.507215"
Suburban,75.57988258101653,"35.943419,-95.415011","36.331607,-94.148677"
Suburban,42.82483753578961,"42.67787,-71.82035","42.116244,-71.465315"
Suburban,84.4331049723218,"37.648034,-77.72364","36.428136,-77.633591"
Suburban,85.4185808588785,"32.708935,-100.234051","31.487716,-100.461136"
Suburban,37.68885106169538,"45.599386,-94.436477","45.284232,-93.801921"
Suburban,71.0958782139636,"41.1597,-101.136616","40.198509,-100.652259"
Suburban,84.11373636129797,"41.74064,-104.871308","40.526561,-104.990469"
Suburban,70.03806380979258,"33.134414,-90.237888","32.344351,-89.482845"
Suburban,20.664854032975562,"40.89833,-95.67139","41.116263,-95.94283"
Suburban,85.77332294832571,"40.017772,-77.193663","39.734238,-75.618781"
Suburban,84.47767057176316,"39.48754,-87.18891","38.614098,-86.087172"
Suburban,83.05266660731517,"34.749594,-98.167941","35.38415,-96.920615"
Suburban,55.84355546713512,"33.139243,-91.576612","32.515858,-92.188805"
Suburban,41.785591226308235,"35.187611,-97.397509","35.246743,-96.660797"
Suburban,51.69478304818097,"42.56675,-73.02871","42.74279,-72.039945"
Suburban,77.01723975843488,"40.76304,-80.704245","39.914411,-79.756029"
Suburban,50.14357922865248,"37.949544,-86.715557","37.973146,-87.635561"
Suburban,67.74704210644798,"39.94535,-79.99561","39.019778,-80.414907"
Suburban,62.55072492316034,"33.818742,-90.840631","34.305429,-89.919171"
Suburban,11.421815836220011,"41.4621,-73.875003","41.536851,-74.071867"
Suburban,33.48965923543538,"33.406118,-82.641067","33.550128,-82.086198"
Suburban,50.79998600815521,"39.552557,-78.18773","40.062277,-77.497972"
Suburban,45.8178037102952,"37.19533,-94.12966","36.906603,-94.877656"
Suburban,87.35469745269305,"39.11551,-89.362709","38.979642,-90.981247"
Suburban,89.48348625421671,"41.31785,-77.07914","40.062277,-77.497972"
Suburban,86.99289817428937,"42.646337,-93.882675","41.721038,-92.730323"
Suburban,72.34105441380484,"39.197888,-81.744573","39.019778,-80.414907"
Suburban,27.682622102638753,"45.337814,-89.765239","45.635859,-89.383313"
Suburban,65.84490831051086,"30.208206,-93.583787","31.121821,-93.268628"
Suburban,23.859799743959915,"37.7815,-81.36316","38.059457,-81.103399"
Suburban,77.19840529880506,"33.939968,-79.041027","34.56197,-77.918115"
Suburban,72.40909195895776,"34.101631,-89.633458","35.140809,-89.798246"
Suburban,16.94801702921368,"42.260243,-94.16463","42.505409,-94.154016"
Suburban,29.407352244515952,"38.73185,-121.80774","38.595884,-121.291214"
Suburban,54.68843278748563,"41.58754,-84.738401","40.810319,-84.937417"
Suburban,42.29314598067478,"33.246457,-97.127027","32.759933,-96.684097"
Suburban,72.04924285787831,"31.000137,-96.517098","31.091167,-97.729583"
Suburban,65.91001591455759,"40.170089,-83.441008","39.2263,-83.621278"
Suburban,48.03786525583041,"37.793736,-82.626345","38.42603,-82.25889"
Suburban,49.58562029084057,"45.486195,-90.847935","46.047843,-91.488382"
Suburban,53.98491173716775,"48.254504,-99.989912","48.098401,-98.841827"
Suburban,56.101769404105326,"39.04444,-95.3947","39.846304,-95.560078"
Suburban,78.39563062222088,"43.713218,-72.925199","44.841722,-73.089697"
Suburban,55.44953629721363,"28.763313,-99.217995","29.434398,-98.714302"
Suburban,71.68228044629129,"41.52888,-94.00662","41.283366,-92.662675"
Suburban,89.41284718745659,"43.44536,-71.47785","44.539523,-70.517323"
Suburban,78.58420663296214,"33.968163,-99.641288","35.0158,-99.104057"
Suburban,78.26302339496705,"43.31392,-85.35447","42.195191,-85.596137"
Suburban,77.25069354478445,"41.242669,-86.248052","41.483456,-87.702798"
Suburban,83.62177409650297,"40.204788,-83.568531","39.891789,-82.041278"
Suburban,84.39010211432448,"40.518948,-79.348779","39.926721,-80.747833"
Suburban,56.39056364494862,"38.975479,-80.240664","38.304484,-80.835506"
Suburban,87.23785960237075,"31.759903,-97.102936","32.9197,-96.512248"
Suburban,66.01507441118112,"41.280317,-90.520183","41.827166,-89.473203"
Suburban,36.14880542090123,"42.978522,-78.372338","43.133541,-77.688466"
Suburban,42.11808756255659,"39.668441,-86.828402","39.857986,-86.0747"
Suburban,85.79317572665202,"37.55149,-82.63349","36.34912,-82.24552"
Suburban,56.683163312057616,"41.770525,-71.65585","42.551527,-71.994647"
Suburban,77.60073034960162,"37.09949,-84.113057","36.396546,-83.019839"
Suburban,68.9702858118758,"41.595908,-74.96233","40.860923,-74.064203"
Suburban,34.14219312820416,"45.42362,-84.8281","44.941583,-84.673853"
Suburban,28.52014469253004,"32.496897,-92.337078","32.228363,-92.708211"
Suburban,12.615164619865492,"38.384549,-88.746322","38.312268,-88.960111"
Suburban,59.951137255484404,"39.48454,-78.55362","39.080517,-77.56156"
Suburban,13.626835367493301,"38.325455,-79.094228","38.405124,-78.864126"
Suburban,59.541537068999965,"33.12957,-88.15142","32.391788,-88.680964"
Suburban,34.19541196335632,"40.554875,-78.544825","40.600959,-79.19361"
Suburban,77.15887787323184,"36.79844,-83.814814","37.614673,-84.771747"
Suburban,31.897324479761917,"33.17817,-86.60721","33.639467,-86.628986"
Suburban,57.06837838789399,"37.7757,-77.896662","37.904197,-76.863511"
Suburban,41.75337506266928,"31.440685,-106.076524","31.860475,-106.587172"
Suburban,63.55082625230279,"42.352416,-79.323502","43.147177,-78.692996"
Suburban,13.58716782446316,"40.779914,-99.331426","40.726386,-99.081635"
Suburban,56.1435954222024,"38.51588,-88.43755","37.998277,-89.235266"
Suburban,83.5199575555001,"42.855631,-75.976158","43.031263,-74.34235"
Suburban,31.29872385286009,"43.713037,-116.485429","44.026655,-116.938843"
Suburban,57.45247691006784,"36.637323,-83.340226","35.911657,-83.843832"
Suburban,89.25736510684644,"31.011,-99.1845","30.535211,-97.78664"
Suburban,78.32018057157329,"46.777036,-116.525556","47.741678,-117.402747"
Suburban,75.73310194165454,"32.33857,-89.833228","31.37201,-89.224647"
Suburban,87.05215200832058,"30.129756,-92.476684","30.409747,-91.054339"
Suburban,85.75611155765088,"31.82044,-91.05011","31.367062,-92.406564"
Suburban,83.6344316013108,"40.477294,-82.191485","41.056946,-83.594585"
Suburban,66.18372396611322,"40.18257,-80.69119","39.404761,-81.418832"
Suburban,76.40068935654135,"34.73482,-91.10457","35.047667,-89.811544"
Suburban,42.41955819063843,"41.425292,-82.218185","40.847551,-81.94239"
Suburban,85.40241810266521,"37.94677,-81.8104","37.083952,-80.69453"
Suburban,36.28164559559712,"38.861597,-90.085657","38.462198,-90.522253"
Suburban,60.48030035867388,"37.07506,-94.70467","36.332449,-94.126648"
Suburban,55.14672098846871,"31.687303,-96.986233","32.485279,-97.005744"
Suburban,83.9769326204755,"34.880706,-87.742362","36.059999,-87.381232"
Suburban,60.481491735839214,"45.45714,-107.72517","44.779291,-106.940236"
Suburban,89.10086641571183,"33.669917,-93.79752","32.38051,-93.822043"
Suburban,33.226635296334095,"41.319754,-84.888552","41.170354,-85.496481"
Suburban,88.95820496712064,"40.75556,-93.04659","40.417697,-91.4106"
Suburban,66.61725793922088,"35.15537,-91.34318","34.728334,-92.397723"
Suburban,61.88843905268802,"46.61694,-92.37917","45.822673,-92.977655"
Suburban,47.738702781881194,"42.940019,-83.536923","43.420623,-82.856184"
Suburban,13.740261707209449,"38.45279,-99.01148","38.360716,-98.786542"
Suburban,56.852230495661914,"40.21786,-93.589114","41.024776,-93.801302"
Suburban,47.17670164222568,"46.653496,-123.657572","46.152995,-122.984041"
Suburban,28.678542373990325,"39.543446,-84.442394","39.863034,-84.098146"
Suburban,78.71424057075002,"33.530011,-97.856849","32.9323,-96.697365"
Suburban,30.107446673220142,"38.13293,-121.827733","37.699763,-121.767683"
Suburban,55.00543501716957,"31.114424,-92.019522","30.318374,-92.030141"
Suburban,55.98637190834184,"39.679418,-78.524164","38.869134,-78.530659"
Suburban,73.96715031701447,"38.758429,-89.741694","37.874939,-90.51226"
Suburban,77.25832578178421,"20.812854,-156.95283","21.397783,-157.974338"
Suburban,89.98688693514401,"42.18035,-77.36359","43.188814,-76.242379"
Suburban,77.82094488612769,"29.7,-93.95","29.547421,-95.233735"
Suburban,53.66979593838318,"44.79555,-88.27038","44.024156,-88.142649"
Suburban,72.35266048651701,"33.278252,-89.191298","34.256073,-88.740492"
Suburban,72.0577960060059,"38.10437,-83.621715","37.506823,-82.539872"
Suburban,51.277206241623766,"36.985894,-79.772986","37.083952,-80.69453"
Suburban,16.54418032747403,"38.598567,-82.385511","38.41786,-82.58627"
Suburban,42.2993586005451,"41.22305,-93.23937","41.687183,-93.772041"
Suburban,68.41922019642499,"34.925315,-86.190432","34.493241,-87.274324"
Suburban,71.6862619503891,"37.83451,-85.7319","38.261222,-84.530969"
Suburban,51.917238382585055,"38.013279,-90.451539","38.07366,-91.402572"
Suburban,78.24275147977717,"48.465282,-99.645681","48.194732,-101.299693"
Suburban,58.49385464533963,"33.570316,-80.708141","32.935504,-80.038344"
Suburban,70.15002097201169,"34.233775,-79.14865","35.244068,-79.026188"
Suburban,87.54337024586022,"37.24228,-94.43523","36.11386,-93.716721"
Suburban,81.60560991640367,"40.17557,-80.099336","39.019778,-80.414907"
Suburban,75.80374953502019,"29.101529,-82.34129","30.105948,-81.833633"
Suburban,34.1319469631396,"45.07691,-90.31514","44.918766,-89.653311"
Suburban,51.64006699558005,"37.65151,-80.75425","36.956277,-81.099122"
Suburban,12.565568757302838,"44.95636,-92.76576","44.810249,-92.918589"
Suburban,80.3019425220892,"37.78854,-119.07459","36.810489,-119.863874"
Suburban,31.102058499507525,"34.937706,-81.092227","35.295444,-80.758198"
Suburban,47.91336320776531,"35.301041,-120.794897","34.662389,-120.465115"
Suburban,61.009969435378686,"47.956934,-122.417721","47.073928,-122.419607"
Suburban,76.05614752539678,"45.413361,-89.143347","45.073924,-87.656113"
Suburban,78.26762481875454,"36.739474,-82.639637","35.862784,-83.529779"
Suburban,59.686860196421236,"41.95619,-92.712756","42.036544,-93.870094"
Suburban,83.56636040053169,"42.21797,-114.5942","43.135621,-115.665898"
Suburban,70.89048037304029,"47.182819,-98.161621","46.881818,-96.722503"
Suburban,83.81051388909248,"24.72339,-81.020281","25.770641,-80.343543"
Suburban,74.57564126111176,"35.536264,-88.114375","35.47092,-86.790949"
Suburban,31.78645230988737,"34.034276,-86.841753","33.589665,-86.699511"
Suburban,81.06123167962129,"33.680226,-117.526145","32.581298,-117.035537"
Suburban,61.54249206510834,"37.41727,-87.48083","36.866546,-88.359046"
Suburban,62.02353301016448,"36.263766,-96.443319","36.262782,-95.329996"
Suburban,38.314303015793826,"43.279435,-90.287566","42.735909,-90.43788"
Suburban,60.11325370424724,"31.739714,-100.288365","32.474403,-99.738183"
Suburban,65.99704275792713,"37.215113,-95.422081","36.262782,-95.329996"
Suburban,24.881003830273162,"47.240135,-98.753458","46.880626,-98.723014"
Suburban,55.92108811809638,"33.34281,-118.32785","33.198571,-117.375317"
Suburban,56.15870287884375,"41.619506,-74.575902","41.465605,-75.642215"
Suburban,42.08215683040968,"39.240816,-82.177096","39.404761,-81.418832"
Suburban,83.06120035113877,"45.125153,-91.170922","44.019201,-90.509387"
Suburban,19.619019495903387,"45.393554,-93.357614","45.126237,-93.493649"
Suburban,59.05662098043638,"39.490701,-84.853529","40.216938,-85.440667"
Suburban,82.32086335727139,"41.039762,-94.461622","42.05207,-93.622077"
Suburban,73.21399117728478,"39.350105,-76.899421","39.734238,-75.618781"
Suburban,60.903882627418,"40.646184,-82.481491","39.875735,-83.0427"
Suburban,61.40785178054488,"33.022288,-84.436925","33.90999,-84.489031"
Suburban,72.7234018816892,"38.705928,-89.792463","38.805669,-91.136118"
Suburban,40.02747259637026,"41.88894,-83.77883","42.366431,-83.336498"
Suburban,80.86113255218524,"28.024961,-97.870486","29.163729,-98.17789"
Suburban,83.48559136509753,"33.485903,-117.696366","34.281962,-118.791349"
Suburban,76.46333035219082,"39.58783,-84.55439","39.191447,-85.891338"
Suburban,69.66679657460983,"41.421123,-86.872078","40.413403,-86.826881"
Suburban,77.18219965612604,"37.82019,-78.609661","37.325544,-79.873385"
Suburban,89.44473624164976,"41.737836,-90.078132","42.151552,-88.428894"
Suburban,41.50203715888517,"28.09446,-97.82805","27.922451,-97.176192"
Suburban,87.7178027242721,"41.69565,-90.394692","41.951803,-88.726057"
Suburban,43.53256907480905,"40.70506,-82.41822","40.83503,-83.232264"
Suburban,84.91032385030816,"45.849431,-98.157861","44.887106,-97.069882"
Suburban,65.17298411214573,"33.99954,-96.50916","33.191635,-97.093656"
Suburban,58.33303607221564,"39.74738,-122.19637","40.584108,-122.343651"
Suburban,63.351842740529314,"38.863664,-117.928173","39.477609,-118.806612"
Suburban,73.99991037167065,"47.311106,-115.140511","48.231746,-114.326206"
Suburban,80.80081232016192,"31.22518,-94.97521","32.351383,-95.345883"
Suburban,44.62298305466264,"43.12913,-93.47798","42.502975,-93.262283"
Suburban,48.516352182807694,"30.02744,-94.59158","29.500536,-95.126272"
Suburban,43.15735922547404,"41.258201,-82.119671","41.157701,-81.300226"
Suburban,73.0221832701338,"32.272581,-100.218794","32.228243,-101.467354"
Suburban,89.22795144313606,"39.300065,-95.900691","39.037619,-94.269708"
Suburban,63.14827832379342,"39.80313,-79.80783","40.657885,-80.231688"
Suburban,88.1175661108716,"42.266496,-73.378393","41.113096,-74.107195"
Suburban,29.65246596322394,"42.81028,-89.86207","42.735909,-90.43788"
Suburban,31.255235539553357,"34.984504,-84.73269","35.152981,-85.245625"
Suburban,85.76729295193026,"41.004925,-93.492145","40.338904,-94.873311"
Suburban,83.78463650671736,"38.89667,-122.348664","37.729452,-121.929672"
Suburban,66.37590604253717,"45.30418,-83.47692","45.5939,-84.782548"
Suburban,84.71235580530323,"31.246179,-83.654904","31.783188,-82.361999"
Suburban,87.10223886327277,"31.11491,-93.27155","31.297198,-94.729976"
Suburban,65.56744462833228,"37.596319,-81.190678","38.411339,-81.807582"
Suburban,43.278743188495866,"43.20526,-96.29503","42.792042,-96.938688"
Suburban,66.33155215557343,"41.857076,-74.017907","42.447434,-75.039091"
Suburban,77.7551569466769,"41.50082,-93.49105","41.402497,-94.986783"
Suburban,88.94546982020148,"33.04929,-84.30686","32.179212,-83.180453"
Suburban,55.49938716170287,"46.150334,-95.350438","46.923742,-95.035089"
Suburban,13.90648170224381,"21.395084,-157.758188","21.397783,-157.974338"
Suburban,80.58726955657217,"33.78121,-96.01803","33.015553,-97.071945"
Suburban,54.37676731123158,"41.05451,-77.46138","41.783777,-77.066808"
Suburban,89.66325899954097,"45.4558,-94.42888","44.959212,-92.727098"
Suburban,47.80498376379294,"39.73788,-76.70136","40.062277,-77.497972"
Suburban,75.05274320624606,"36.209675,-78.72704","35.344812,-77.916919"
Suburban,59.61369494012754,"41.452935,-78.529829","42.096775,-79.300006"
Suburban,87.93178813787958,"38.278757,-76.655917","39.495538,-76.17677"
Suburban,57.65134776304488,"31.75628,-84.6152","32.541621,-84.948138"
Suburban,72.49096699986433,"41.351621,-94.042219","41.721038,-92.730323"
Suburban,49.273257030580595,"46.897589,-119.686316","46.272109,-119.187885"
Suburban,88.63480636704568,"31.453629,-82.230385","30.279243,-81.628991"
Suburban,38.28838225638022,"35.432519,-91.111807","35.244431,-91.750801"
Suburban,78.77148464516219,"42.226448,-76.309863","43.066465,-77.357832"
Suburban,41.87556310636772,"48.5598,-110.55","48.563676,-109.634238"
Suburban,71.28236455907368,"40.03504,-121.0418","40.43159,-122.289394"
Suburban,33.48731839854525,"35.656287,-80.701616","35.254922,-81.035142"
Suburban,44.9333902066117,"43.962115,-70.524465","44.343201,-69.789987"
Suburban,63.84405100885849,"32.581306,-96.265477","32.538076,-97.360616"
Suburban,65.58452118743315,"34.52038,-83.25544","34.877081,-84.325372"
Suburban,83.47763642704412,"44.78199,-72.80291","43.623467,-72.324645"
Suburban,30.864919571433187,"47.545978,-111.875624","47.491168,-111.219167"
Suburban,72.82457372532481,"32.36849,-94.18297","33.420247,-94.101091"
Suburban,59.562571492320785,"40.896997,-84.716607","41.056946,-83.594585"
Suburban,43.93354134759813,"44.287597,-92.693235","44.82848,-93.162416"
Suburban,51.453534661984335,"34.258203,-118.710724","34.116663,-117.826875"
Suburban,76.87977820433707,"31.965088,-90.375733","31.308385,-89.320695"
Suburban,48.28377733067929,"32.790007,-84.56542","33.481302,-84.443289"
Suburban,26.2950717429396,"32.81901,-103.97773","32.848599,-104.429289"
Suburban,61.495379490275205,"37.97281,-93.81216","37.128065,-93.458612"
Suburban,22.47936783178137,"42.63735,-73.350721","42.605913,-73.790796"
Suburban,47.76941410989784,"40.167151,-80.800019","40.78185,-80.384005"
Suburban,88.6473004559363,"39.654279,-121.707265","38.391339,-121.416312"
Suburban,85.23647596320532,"39.20699,-86.86917","38.783979,-85.378078"
Suburban,25.019818521612343,"42.553518,-88.028986","42.245496,-88.286814"
Suburban,2.958519909509304,"30.763783,-86.591616","30.727834,-86.564549"
Suburban,61.16580734151904,"32.661269,-95.77607","32.533999,-96.815947"
Suburban,72.20419892884605,"40.466267,-90.091027","41.468995,-90.480796"
Suburban,66.33349576172687,"41.044913,-81.992065","40.83503,-83.232264"
Suburban,85.30318169572307,"34.264331,-84.753929","35.386173,-85.381906"
Suburban,62.065345953620685,"36.934169,-79.682503","37.805918,-79.409812"
Suburban,41.404941746848955,"31.04046,-84.87909","30.887123,-84.203502"
Suburban,88.03051462709352,"38.613667,-98.420938","37.738754,-97.242724"
Suburban,58.43741589053497,"35.51564,-93.3249","35.220854,-94.297057"
Suburban,88.31552592593333,"37.97746,-89.081507","38.59589,-90.506702"
Suburban,37.580452146397484,"45.948864,-109.230246","45.828755,-108.468116"
Suburban,83.48220624992588,"41.72917,-91.99768","41.536904,-93.59368"
Suburban,44.28747187441238,"38.22395,-86.58637","38.128807,-85.78002"
Suburban,84.46255714297536,"28.72527,-96.17497","29.630955,-95.234593"
Suburban,80.60567592717238,"37.172101,-105.985811","37.138757,-104.522632"
Suburban,65.18830398544283,"42.079415,-91.599215","41.580639,-90.524398"
Suburban,70.86077484255537,"26.93627,-98.11543","27.726231,-97.379186"
Suburban,22.35525356946569,"21.971285,-159.713792","21.98224,-159.365088"
Suburban,86.16794336366068,"37.232444,-103.722865","38.232471,-104.665094"
Suburban,22.860273799189933,"38.02428,-97.509713","37.695277,-97.465371"
Suburban,76.70725336230832,"39.26427,-76.99248","40.167202,-76.15271"
Suburban,60.582434287240474,"34.210031,-91.673115","35.065765,-91.905425"
Suburban,79.83435927266034,"43.03451,-76.62383","44.040758,-75.840357"
Suburban,82.3674001640058,"41.142264,-83.628337","41.350905,-82.067269"
Suburban,26.919228201313768,"38.453668,-90.889121","38.446159,-90.391728"
Suburban,80.93162795045846,"39.551413,-83.788084","40.085078,-82.43051"
Suburban,84.05771407100146,"39.37433,-89.198256","40.305669,-88.178811"
Suburban,39.26089484328467,"38.968592,-75.790732","39.121745,-76.4953"
Suburban,70.45159232782173,"40.026455,-80.940094","40.564095,-79.804145"
Suburban,87.51714473844119,"37.923461,-77.144316","36.829176,-76.341528"
Suburban,71.26778638420465,"44.380262,-122.698954","45.410434,-122.625928"
Suburban,41.911240719516826,"35.901746,-86.423535","36.472616,-86.677631"
Suburban,21.246437889427803,"40.908987,-81.725668","40.836975,-81.330313"
Suburban,72.16647249762975,"43.844826,-70.688656","42.956069,-71.443843"
Suburban,50.13585295422565,"40.213173,-85.786049","39.684053,-85.138327"
Suburban,79.91377721485422,"39.084003,-76.091375","39.643153,-74.781793"
Suburban,73.3361414294729,"33.74038,-95.67302","32.991831,-96.574048"
Suburban,29.454182459978917,"44.273412,-73.377434","44.692522,-73.486674"
Suburban,54.97584597670557,"37.861143,-89.698387","38.532814,-89.155601"
Suburban,67.28043705383655,"44.480594,-69.83253","44.426052,-71.194556"
Suburban,42.967044896097825,"41.25163,-86.735127","41.714445,-86.180682"
Suburban,53.84916889387711,"41.83676,-74.94655","41.106968,-74.581488"
Suburban,87.00199258336296,"37.916613,-76.947547","39.080517,-77.56156"
Suburban,64.0447346869303,"41.782874,-74.905417","40.87598,-74.650148"
Suburban,89.17964396606763,"41.007987,-89.337636","42.238718,-88.817365"
Suburban,68.00500265093547,"41.11618,-79.18671","42.096775,-79.300006"
Suburban,77.85665607542448,"39.499102,-76.910108","38.960109,-78.187619"
Suburban,56.33557709946002,"33.080188,-86.550392","33.165545,-87.518602"
Suburban,28.69252409368879,"41.125044,-84.874249","41.459703,-84.547006"
Suburban,64.15315138372344,"33.08885,-81.014013","32.411379,-81.768967"
Suburban,58.48787134111475,"39.196515,-120.829762","39.480578,-119.798715"
Suburban,29.568845138188152,"32.383939,-85.910123","32.630482,-85.495332"
Suburban,35.79982518304193,"30.166506,-94.735446","29.805999,-95.165117"
Suburban,79.6101654930177,"35.643787,-86.183248","36.72399,-85.686482"
Suburban,86.88807116465877,"31.46073,-92.77071","32.429391,-93.715807"
Suburban,45.93281764082849,"29.402177,-81.33425","29.210629,-82.064285"
Suburban,46.50223849990177,"39.904409,-76.322481","39.850145,-75.448323"
Suburban,83.23763289161118,"39.291345,-83.885714","40.165071,-84.964199"
Suburban,80.71994353779225,"31.35295,-86.53913","30.885783,-87.789945"
Suburban,37.920373818883334,"33.54062,-112.3728","33.280955,-111.793562"
Suburban,67.43280644948389,"42.785591,-72.971932","42.35528,-71.782443"
Suburban,56.782409108196106,"39.499909,-76.231177","39.943288,-75.331538"
Suburban,81.38811415660379,"38.148016,-87.786303","37.737763,-89.186476"
Suburban,45.80975748288114,"40.754705,-77.169508","40.149631,-76.813297"
Suburban,85.60055188340088,"33.902168,-86.517777","35.140383,-86.56815"
Suburban,80.05615533773806,"43.90636,-90.9193","44.077152,-92.512245"
Suburban,71.74699505906506,"42.161972,-93.496057","42.07942,-94.891613"
Suburban,11.540493241741936,"39.556251,-121.803777","39.723276,-121.804935"
Suburban,65.46344441033254,"46.23273,-88.44875","45.889657,-89.721551"
Suburban,60.19599146233843,"36.734947,-118.956496","36.734798,-120.043616"
Suburban,62.54693474302181,"36.490659,-80.463069","36.846544,-81.500803"
Suburban,67.75788369524838,"31.150939,-99.337237","31.426937,-100.438433"
Suburban,86.7783026777465,"38.98882,-81.713983","37.805492,-81.176898"
Suburban,83.0223696488253,"45.72222,-93.17","44.870921,-94.375581"
