zip,15_min,30_min,45_min,60_min
4958,0,2,6,6
4961,0,2,6,8
4963,3,5,12,15
4964,0,0,2,4
4965,1,4,7,10
4966,0,2,3,9
4967,1,3,7,11
4969,1,5,6,10
4970,0,0,2,4
4971,0,2,5,8
4973,0,1,5,11
4974,0,5,8,8
4975,4,5,11,13
4976,2,4,7,10
4978,2,5,7,12
4979,0,1,4,6
4981,0,3,6,8
4982,0,0,1,3
4983,0,2,5,8
4984,1,2,6,9
4985,0,0,0,3
4986,0,4,8,11
4987,1,5,8,10
4988,1,4,8,12
4989,2,4,9,14
4992,1,5,8,11
5001,2,5,9,16
5009,3,3,8,18
5030,1,2,7,18
5031,0,2,3,6
5032,0,2,4,8
5033,0,1,4,9
5034,0,3,3,9
5035,0,2,3,8
5036,0,0,3,8
5037,0,2,3,10
5038,0,0,3,8
5039,0,1,4,7
5040,0,1,4,8
5041,0,0,3,8
5042,1,2,3,7
5043,1,3,8,10
5045,0,2,4,8
5046,0,2,3,7
5048,2,3,6,13
5050,2,2,4,9
5051,1,2,4,10
5052,2,2,6,13
5053,0,1,3,7
5055,1,1,5,8
5056,0,3,3,10
5058,0,3,6,12
5059,1,3,6,12
5060,0,0,5,8
5061,0,0,3,8
5062,0,3,3,10
5065,0,1,5,9
5067,0,1,3,7
5068,0,1,4,8
5069,1,2,3,8
5070,0,1,5,9
5071,0,3,3,9
5072,0,1,5,10
5073,0,2,4,9
5075,0,3,7,12
5076,0,1,4,7
5077,0,1,5,8
5079,0,2,4,9
5081,1,2,3,7
5083,0,2,5,8
5084,0,1,5,9
5086,0,1,4,7
5088,2,5,10,17
5089,2,3,6,14
5091,0,3,3,8
5101,0,3,8,24
5141,0,2,6,10
5142,0,2,4,11
5143,0,1,5,11
5146,0,1,6,10
5148,0,0,6,12
5149,0,2,4,10
5150,1,3,5,17
5151,1,3,6,18
5152,0,0,6,13
5153,0,3,4,10
5154,0,3,5,14
5155,0,0,6,15
5156,1,3,6,19
5158,0,3,6,18
5161,0,0,6,11
5201,2,11,22,33
5250,0,1,8,19
5251,0,0,5,17
5252,1,2,14,25
5253,0,0,6,14
5254,0,1,7,20
5255,0,1,7,19
5257,2,14,18,31
5260,2,8,15,26
5261,2,8,17,29
5262,1,5,15,24
5301,1,4,10,30
5340,0,0,7,16
5341,0,2,6,21
5342,1,5,11,31
5343,0,0,6,17
5344,0,2,6,17
5345,0,3,8,26
5346,0,2,7,15
5350,2,4,14,28
5351,1,4,10,29
5352,2,5,17,30
5353,0,2,5,14
5354,1,5,16,32
5355,0,2,5,20
5356,0,3,6,21
5358,0,2,9,21
5359,0,0,6,13
5360,0,2,5,20
5361,1,4,13,30
5362,1,4,11,30
5363,0,3,7,24
5401,2,3,4,8
5403,1,3,4,8
5404,2,3,4,8
5405,2,3,4,8
5408,2,3,4,8
5439,2,3,4,8
5440,1,2,3,5
5441,1,2,4,6
5442,0,2,4,6
5443,0,2,4,7
5444,0,2,4,7
5445,1,2,4,5
5446,3,3,4,8
5447,0,1,2,4
5448,1,3,4,5
5450,0,1,4,4
5452,1,3,4,9
5454,1,3,3,5
5455,1,3,4,4
5456,0,2,5,5
5457,1,1,4,4
5458,2,3,3,5
5459,1,2,4,4
5461,1,1,4,6
5462,1,1,4,9
5463,2,2,3,5
5464,0,2,4,6
5465,1,3,6,9
5468,2,3,3,6
5471,0,2,3,4
5472,0,1,2,5
5473,1,2,4,6
5474,2,3,3,5
5476,0,1,2,4
5477,1,1,4,8
5478,1,3,3,5
5481,2,3,3,5
5482,1,3,4,8
5483,1,2,4,4
5485,1,2,4,4
5486,1,3,3,6
5487,0,1,5,7
5488,1,2,3,5
5489,1,3,4,7
5491,0,2,4,8
5492,0,2,4,6
5494,1,3,3,6
5495,1,3,4,10
5602,0,2,9,11
5640,0,1,3,10
5641,0,3,7,12
5647,0,1,2,6
5648,0,1,5,10
5649,1,2,6,14
5650,0,1,4,9
5651,0,1,3,10
5652,0,2,4,6
5653,0,1,5,6
5654,0,3,7,14
5655,0,0,3,6
5656,0,1,4,6
5658,0,1,2,7
5660,0,1,4,9
5661,0,0,3,6
5663,0,1,6,11
5664,0,1,6,11
5666,0,2,3,10
5667,0,1,3,8
5669,0,0,5,10
5670,0,3,7,12
5672,0,1,2,6
5673,0,1,2,8
5674,0,0,3,7
5675,0,1,6,8
5676,0,1,4,9
5677,0,1,4,9
5678,1,2,7,14
5679,0,1,6,9
5680,0,0,5,6
5681,0,1,5,8
5682,0,1,4,10
5701,1,4,7,14
5730,1,3,9,12
5731,1,2,4,9
5732,1,2,5,9
5733,0,2,2,7
5734,0,1,3,6
5735,1,2,6,9
5736,1,5,8,16
5737,1,2,5,11
5738,1,3,6,12
5739,0,1,5,13
5742,1,1,7,12
5743,0,4,5,10
5744,1,2,6,9
5746,0,3,3,8
5747,0,0,4,6
5748,0,1,3,6
5751,1,3,4,12
5753,0,2,3,10
5757,1,2,8,13
5758,1,3,7,12
5759,1,1,6,10
5760,1,2,4,6
5761,0,1,6,14
5762,1,2,4,9
5763,1,2,6,10
5764,0,1,4,9
5765,1,2,6,9
5766,0,1,3,5
5767,0,1,3,6
5768,0,1,8,21
5769,0,2,3,6
5770,0,1,3,6
5772,0,2,4,7
5773,1,2,8,13
5774,0,1,6,12
5775,0,3,6,14
5776,0,2,6,20
5777,1,5,8,16
5778,0,2,3,6
5819,1,2,4,8
5820,0,1,2,5
5821,1,2,4,9
5822,0,1,2,5
5824,0,2,3,6
5825,1,1,1,5
5826,0,0,3,5
5827,0,1,3,5
5828,0,2,3,9
5829,1,1,1,3
5830,1,1,1,3
5832,0,2,4,6
5833,0,1,2,4
5836,0,0,3,5
5837,0,0,4,4
5839,0,1,2,5
5840,0,0,3,4
5841,0,0,3,5
5842,0,0,3,5
5843,0,0,4,5
5845,0,1,1,5
5846,0,1,2,4
5847,0,1,2,6
5850,0,3,4,8
5851,0,3,4,8
5853,0,1,1,4
5855,1,1,2,6
5857,1,1,1,4
5858,0,1,4,6
5859,0,1,2,3
5860,0,1,1,5
5862,0,2,2,7
5866,0,1,3,6
5867,0,1,3,5
5868,0,1,2,4
5871,0,2,4,5
5872,0,1,1,5
5873,0,2,2,7
5874,0,1,2,5
5875,0,1,2,5
5901,0,0,1,3
5902,0,0,1,3
5903,0,0,1,3
5904,0,1,3,6
5905,0,0,3,5
5906,0,1,3,6
5907,0,1,1,3
6001,12,22,37,59
6002,11,21,39,59
6010,12,23,35,55
6013,7,16,28,46
6016,9,23,41,64
6018,0,1,13,33
6019,4,16,28,45
6020,4,15,29,45
6021,1,8,24,42
6022,12,19,35,54
6023,15,26,39,57
6024,0,1,13,33
6026,11,21,38,60
6027,2,15,24,46
6029,10,25,42,66
6031,0,1,17,36
6032,13,24,37,59
6033,11,27,41,63
6035,11,20,38,58
6037,15,27,39,57
6039,0,1,11,35
6040,10,28,41,65
6042,10,27,42,64
6043,8,27,43,66
6051,14,27,38,58
6052,14,27,38,56
6053,13,26,37,60
6057,2,14,27,44
6058,1,3,18,37
6059,2,14,24,44
6060,9,19,37,59
6061,3,16,29,45
6062,14,26,37,57
6063,2,14,25,45
6065,2,14,24,46
6066,9,24,44,66
6067,11,27,39,61
6068,0,1,11,34
6069,0,2,12,34
6070,11,20,37,56
6071,9,23,44,67
6072,8,22,41,66
6073,11,26,39,63
6074,12,26,39,62
6076,0,17,37,60
6078,8,20,40,64
6079,0,1,9,33
6080,10,20,40,63
6081,13,20,39,58
6082,8,23,40,65
6084,6,26,49,68
6085,13,25,37,57
6088,11,23,41,65
6089,12,21,37,57
6090,11,19,37,56
6091,2,13,23,46
6092,11,21,36,55
6093,8,20,36,63
6095,13,22,40,63
6096,10,21,40,64
6098,5,18,35,54
6103,12,23,38,63
6105,12,23,38,62
6106,12,23,38,62
6107,12,23,36,63
6108,9,26,38,64
6109,11,26,38,60
6110,12,24,36,62
6111,13,27,37,60
6112,11,22,38,63
6114,12,24,38,63
6117,12,21,37,63
6118,10,25,39,62
6119,12,23,37,63
6120,10,24,38,63
6226,1,13,40,59
6231,1,17,33,56
6232,2,17,36,58
6234,5,26,53,74
6235,2,9,40,62
6237,2,15,37,56
6238,2,14,41,59
6239,6,27,52,76
6241,2,19,41,65
6242,3,14,42,65
6243,2,19,40,67
6247,3,14,41,64
6248,3,16,32,55
6249,2,13,37,55
6250,2,13,40,60
6254,2,12,39,57
6255,9,30,56,79
6256,2,12,39,62
6258,3,16,42,66
6259,3,15,42,67
6260,7,28,55,80
6262,8,29,55,82
6263,7,29,54,78
6264,3,11,40,62
6266,2,13,40,59
6268,6,26,49,71
6269,6,26,48,71
6277,5,19,44,72
6278,3,13,42,63
6279,1,16,39,59
6280,3,10,38,61
6281,3,15,43,66
6282,3,13,41,65
6320,5,12,34,59
6330,5,20,47,67
6331,3,13,39,63
6332,7,25,50,71
6333,4,18,36,61
6334,4,11,33,55
6335,6,16,41,62
6336,3,13,35,55
6338,5,14,39,66
6339,4,14,38,62
6340,5,10,36,60
6350,6,23,48,69
6351,3,12,33,60
6353,6,17,41,66
6354,8,25,50,71
6355,4,11,33,60
6357,4,16,36,61
6359,3,12,24,51
6360,6,18,46,66
6365,3,11,29,56
6370,6,18,41,66
6371,5,19,36,57
6373,2,18,34,59
6374,1,15,36,65
6375,5,15,37,60
6376,4,15,37,57
6377,3,17,36,61
6378,4,13,36,61
6379,4,13,30,64
6380,6,18,46,68
6382,6,16,40,63
6384,1,14,30,59
6385,5,14,36,60
6387,6,25,51,71
6389,5,20,48,68
6390,3,5,19,45
6401,13,27,41,57
6403,15,24,39,57
6405,11,27,36,49
6409,6,23,36,55
6410,16,24,40,55
6412,9,26,40,57
6413,7,25,37,52
6414,5,21,32,51
6415,1,15,33,57
6416,14,26,40,59
6417,9,25,38,56
6418,12,29,40,57
6419,3,19,32,44
6420,2,14,31,57
6422,14,26,40,56
6423,3,16,30,53
6424,3,21,31,54
6426,5,22,35,57
6437,11,26,37,52
6438,3,20,29,48
6439,2,16,29,51
6441,3,21,31,46
6442,7,24,37,55
6443,6,25,37,52
6444,16,23,38,57
6447,10,26,45,62
6450,14,26,37,54
6451,14,26,37,55
6455,15,27,39,55
6456,4,21,33,50
6457,15,25,41,58
6459,15,25,40,58
6460,11,25,40,57
6461,12,26,39,58
6467,16,23,37,57
6468,11,25,41,62
6469,0,20,31,54
6470,9,22,41,65
6471,13,31,35,50
6472,15,29,37,52
6473,14,28,37,55
6475,5,21,35,55
6477,12,28,41,57
6478,13,22,37,60
6479,15,23,37,56
6480,12,25,39,61
6481,15,25,39,56
6482,10,24,41,63
6483,13,25,39,57
6484,12,28,41,59
6488,10,23,39,62
6489,14,24,37,55
6492,15,26,39,54
6498,7,24,37,52
6510,11,27,39,53
6511,11,27,39,54
6512,10,27,38,52
6513,12,28,37,52
6514,12,28,39,52
6515,11,27,41,57
6516,10,27,41,57
6517,12,28,38,52
6518,15,26,38,56
6519,10,28,41,57
6524,15,24,38,55
6525,12,27,41,58
6604,10,26,46,60
6605,10,26,47,59
6606,10,24,46,61
6607,10,24,41,57
6608,10,25,44,57
6610,9,25,42,58
6611,9,24,42,60
6612,9,23,46,63
6614,10,24,40,57
6615,11,24,40,56
6702,18,23,38,58
6704,15,23,38,59
6705,17,24,38,59
6706,18,24,40,59
6708,16,23,40,58
6710,15,23,37,58
6712,16,24,40,57
6716,13,22,38,58
6750,2,13,28,42
6751,3,17,26,48
6752,2,16,26,51
6753,0,2,19,34
6754,0,8,27,40
6755,2,18,34,59
6756,0,6,19,35
6757,0,2,16,35
6758,3,14,28,47
6759,7,21,35,56
6762,13,22,39,59
6763,3,15,27,45
6770,15,23,38,59
6776,4,22,34,63
6777,0,6,21,33
6778,11,23,34,55
6779,15,23,37,59
6782,13,23,34,54
6783,1,8,23,36
6784,2,10,25,49
6785,0,3,18,34
6786,13,23,33,52
6787,12,23,34,55
6790,4,19,35,55
6791,10,23,37,55
6793,1,7,22,33
6794,0,7,22,33
6795,13,23,38,59
6796,0,2,16,36
6798,4,20,27,49
6801,7,20,43,63
6804,5,20,37,66
6807,2,29,48,76
6810,6,19,48,66
6811,5,19,44,65
6812,3,19,36,63
6820,3,31,45,70
6824,7,26,47,60
6825,10,26,47,61
6830,3,31,50,75
6831,2,29,50,76
6840,5,29,46,69
6850,4,27,46,66
6851,5,26,46,66
6853,4,30,45,67
6854,5,27,45,65
6855,7,24,45,66
6870,5,28,46,74
6877,6,19,49,67
6878,5,28,49,75
6880,6,26,48,64
6883,5,25,49,63
6890,7,26,48,61
6896,4,12,35,55
6897,5,24,48,65
6901,3,28,46,73
6902,3,29,46,74
6903,3,29,48,71
6905,1,28,46,73
6906,2,29,46,73
6907,3,32,46,72
7001,20,38,55,87
7002,18,38,52,80
7003,19,36,54,81
7004,20,33,53,78
7005,16,33,52,76
7006,19,34,54,77
7008,20,40,55,85
7009,18,36,54,76
7010,15,35,56,73
7011,17,37,54,72
7012,17,37,53,76
7013,17,37,53,75
7014,17,37,53,76
7016,23,39,56,88
7017,19,37,52,78
7018,20,38,52,79
7020,15,36,56,73
7021,21,36,53,79
7022,16,36,56,70
7023,21,39,61,88
7024,15,34,56,74
7026,15,35,54,71
7027,23,39,57,89
7028,20,36,53,80
7029,19,38,53,78
7030,14,35,52,73
7031,16,36,53,77
7032,19,36,52,77
7033,24,39,54,84
7034,19,34,54,76
7035,20,33,52,77
7036,22,39,53,85
7039,22,34,53,83
7040,22,39,54,82
7041,23,38,54,84
7042,20,36,55,80
7043,18,37,54,76
7044,20,34,54,80
7045,19,34,53,77
7046,17,34,52,77
7047,16,36,56,70
7050,20,38,53,78
7052,19,36,54,80
7054,18,34,53,79
7055,16,37,53,72
7057,15,37,54,71
7058,20,34,54,78
7059,21,37,65,91
7060,18,38,60,91
7062,19,39,61,91
7063,18,38,61,90
7064,19,39,55,86
7065,22,39,54,88
7066,22,38,55,89
7067,19,37,57,88
7068,21,36,53,79
7069,19,39,61,92
7070,17,37,54,75
7071,17,35,54,76
7072,16,36,56,73
7073,16,36,54,74
7074,16,35,56,70
7075,15,37,54,71
7076,23,39,59,88
7077,19,39,55,86
7078,24,36,54,85
7079,23,39,53,83
7080,15,37,64,92
7081,24,38,53,83
7082,18,34,53,77
7083,23,40,53,83
7086,16,33,52,71
7087,15,34,55,71
7088,23,40,54,83
7090,24,39,58,87
7092,25,38,58,86
7093,15,36,55,70
7094,17,35,55,72
7095,18,37,55,88
7102,19,38,52,78
7103,19,39,52,78
7104,18,36,53,78
7105,19,38,52,78
7106,20,39,53,80
7107,20,37,52,79
7108,19,41,53,80
7109,18,36,54,80
7110,18,37,54,77
7111,22,41,54,81
7112,20,42,53,82
7114,19,39,53,78
7201,20,40,52,82
7202,22,42,51,83
7203,22,40,52,83
7204,22,41,52,83
7205,21,41,52,82
7206,21,40,51,82
7208,21,40,51,84
7302,15,36,52,75
7304,18,36,51,76
7305,18,36,51,76
7306,17,37,51,75
7307,17,36,52,74
7310,14,36,52,75
7311,14,36,52,74
7401,11,29,51,73
7403,15,30,50,71
7405,12,32,51,69
7407,15,34,53,72
7410,14,33,53,72
7416,3,13,39,53
7417,14,33,51,71
7418,1,13,32,55
7419,2,13,37,52
7420,14,31,50,71
7421,4,19,34,57
7422,1,14,33,56
7423,12,34,49,72
7424,17,36,54,75
7430,10,27,51,71
7432,12,31,49,71
7435,4,21,40,57
7436,13,32,51,70
7438,6,21,39,57
7439,5,15,39,55
7440,18,33,51,73
7442,14,30,51,70
7444,16,33,51,72
7446,11,30,49,72
7450,13,31,51,71
7452,14,33,52,72
7456,9,28,48,68
7457,15,31,51,71
7458,12,32,50,74
7460,5,16,39,56
7461,3,12,29,49
7462,2,12,36,53
7463,12,33,50,72
7465,10,29,51,69
7470,17,33,53,71
7480,10,27,48,65
7481,14,31,48,71
7501,16,35,53,72
7502,16,34,53,71
7503,16,36,53,72
7504,16,35,53,72
7505,16,35,52,72
7506,15,33,52,71
7508,15,34,53,70
7512,17,35,53,75
7513,16,35,53,72
7514,15,35,53,72
7522,16,34,52,72
7524,15,35,53,72
7601,15,34,55,72
7603,15,34,56,72
7604,15,35,56,71
7605,16,33,57,74
7606,16,35,56,70
7607,15,35,55,71
7608,16,35,56,70
7620,10,29,54,73
7621,12,33,54,73
7624,10,30,53,73
7626,11,32,54,73
7627,11,30,55,73
7628,12,33,54,73
7630,12,32,54,72
7631,14,33,54,73
7632,13,33,54,73
7640,10,29,52,73
7641,12,31,53,73
7642,12,32,51,73
7643,16,35,56,70
7644,15,36,56,71
7645,12,32,52,72
7646,12,33,55,72
7647,11,30,52,75
7648,10,30,52,73
7649,12,32,55,71
7650,16,37,57,73
7652,13,34,54,71
7656,13,33,52,73
7657,16,35,56,71
7660,15,35,56,71
7661,13,33,55,73
7662,15,35,55,72
7663,15,34,53,71
7666,14,33,56,74
7670,12,33,54,74
7675,11,32,52,72
7676,12,32,55,71
7677,13,33,52,74
7701,11,31,52,80
7702,10,30,50,78
7703,8,28,50,78
7704,11,33,51,77
7711,8,25,45,77
7712,8,25,45,77
7716,11,34,50,79
7717,7,21,44,73
7718,15,34,52,80
7719,8,20,49,75
7720,7,23,44,74
7721,18,35,60,90
7722,13,28,55,84
7723,7,25,45,77
7724,8,27,50,78
7726,15,32,66,90
7727,9,25,56,83
7728,14,31,65,87
7730,16,33,56,86
7731,10,24,56,82
7732,9,34,49,76
7733,15,31,56,85
7734,17,34,53,83
7735,18,33,57,87
7737,12,34,51,79
7738,14,30,54,84
7739,10,31,51,78
7740,7,29,45,75
7746,15,31,62,87
7747,17,33,59,88
7748,13,33,53,82
7750,8,33,46,78
7751,17,31,64,88
7753,8,25,48,75
7755,7,26,45,78
7756,7,23,45,74
7757,8,29,50,78
7758,17,35,52,80
7760,10,34,49,79
7762,8,19,46,74
7764,7,28,47,78
7801,11,35,48,77
7803,11,35,50,81
7820,10,24,50,81
7821,8,28,48,76
7822,2,12,33,54
7823,4,14,35,74
7825,4,15,35,62
7826,3,12,25,53
7827,1,9,19,48
7828,9,32,50,86
7830,5,23,50,78
7831,3,18,44,82
7832,1,13,30,67
7833,2,14,30,70
7834,16,37,52,80
7836,11,35,49,88
7838,3,16,36,67
7840,10,28,53,89
7842,13,35,50,75
7843,9,33,50,82
7844,3,14,31,66
7846,4,15,36,63
7847,11,36,48,84
7848,3,12,38,55
7849,9,35,48,78
7850,9,36,47,84
7851,2,11,22,51
7852,11,36,50,85
7853,11,30,56,94
7856,9,36,49,82
7857,10,35,48,84
7860,3,12,34,57
7863,4,16,40,74
7865,10,28,57,93
7866,12,34,50,75
7869,14,37,54,85
7870,10,29,56,93
7871,9,28,48,74
7874,9,32,48,82
7876,13,36,50,88
7878,17,35,52,80
7880,8,26,52,85
7881,1,9,28,55
7882,4,15,41,83
7885,11,36,49,81
7901,25,37,58,81
7920,19,36,64,89
7921,16,39,63,92
7922,21,38,60,88
7924,17,38,60,91
7926,16,35,55,87
7927,21,33,53,84
7928,24,36,54,82
7930,13,37,59,91
7931,17,38,63,91
7932,23,36,54,84
7933,18,36,60,89
7934,14,37,62,92
7935,22,36,57,87
7936,22,35,54,81
7939,19,35,63,90
7940,24,36,54,83
7945,16,37,57,88
7946,20,36,62,91
7950,20,34,53,82
7960,17,35,58,88
7961,22,34,53,83
7970,16,35,55,86
7974,25,37,58,87
7976,9,32,46,72
7977,17,38,62,91
7979,6,24,49,78
7980,20,36,62,91
7981,22,34,52,81
8001,2,21,46,63
8002,25,42,66,87
8003,25,40,63,86
8004,17,36,54,79
8005,3,16,39,59
8006,4,9,29,56
8007,25,40,63,87
8008,2,6,28,49
8009,18,36,56,78
8010,21,40,71,93
8011,16,41,62,88
8012,25,39,61,86
8014,20,46,60,84
8015,10,39,58,87
8016,21,42,73,93
8019,0,9,30,50
8020,22,43,56,87
8021,24,39,61,86
8022,17,47,68,92
8023,12,35,61,81
8026,23,38,60,85
8027,23,45,58,85
8028,21,40,55,80
8029,24,40,62,86
8030,26,40,62,88
8031,25,40,61,88
8032,24,39,58,85
8033,26,41,64,87
8034,26,42,63,87
8035,25,40,63,87
8036,21,41,67,92
8037,11,30,50,73
8038,3,17,40,67
8039,5,30,49,66
8041,4,31,55,79
8042,4,32,54,76
8043,24,37,61,86
8045,26,41,63,87
8046,21,39,70,91
8048,20,41,65,90
8049,25,40,63,88
8050,3,11,35,56
8051,22,42,57,86
8052,25,40,69,90
8053,25,39,65,87
8054,24,38,67,89
8055,21,41,63,84
8056,22,43,56,83
8057,24,38,68,89
8059,26,40,62,89
8060,21,43,67,91
8061,22,42,56,88
8062,19,41,57,82
8063,26,43,58,89
8064,0,14,39,59
8065,26,40,71,92
8066,23,43,57,88
8067,5,30,51,66
8068,16,40,62,88
8069,12,39,61,81
8070,9,36,58,80
8071,22,39,58,85
8072,3,21,44,65
8073,22,38,68,91
8074,22,40,56,83
8075,23,37,72,93
8077,24,37,72,91
8078,25,40,62,86
8079,4,21,44,66
8080,21,42,56,83
8081,19,37,55,80
8083,23,40,63,87
8084,23,39,62,87
8085,18,44,55,83
8086,23,42,57,87
8087,1,5,24,45
8088,14,37,57,80
8089,15,35,53,76
8090,22,41,57,86
8091,21,38,59,84
8092,3,11,34,56
8093,25,40,61,88
8094,18,35,53,76
8095,15,31,52,73
8096,24,40,59,86
8097,21,41,58,87
8098,3,22,45,63
8102,28,42,67,90
8103,28,42,66,90
8104,28,40,65,89
8105,28,43,68,91
8106,27,41,64,88
8107,27,41,65,89
8108,27,41,66,90
8109,28,42,66,92
8110,28,42,70,91
8201,2,10,27,52
8202,1,6,15,42
8203,2,7,22,47
8204,2,8,16,33
8205,3,13,33,56
8210,1,7,18,45
8212,2,6,16,32
8215,4,19,38,61
8217,3,15,34,57
8221,1,9,23,51
8223,2,8,23,47
8224,0,3,16,38
8225,1,9,22,50
8226,1,8,21,45
8230,2,7,19,46
8232,1,11,24,51
8234,2,10,28,54
8240,3,14,33,57
8241,3,13,36,57
8242,1,9,16,37
8243,2,6,18,44
8244,1,9,23,50
8245,1,8,17,41
8246,2,8,20,46
8247,1,6,15,37
8248,2,7,18,47
8251,1,10,18,38
8260,1,6,15,34
8270,0,6,17,43
8302,3,22,45,62
8310,5,14,37,57
8311,3,11,32,55
8312,16,36,54,78
8314,0,5,12,33
8316,1,7,20,45
8317,3,9,26,50
8318,4,22,45,61
8319,2,8,24,48
8320,4,22,46,62
8321,1,8,24,48
8322,11,31,53,73
8323,1,12,34,57
8324,1,5,19,43
8326,8,27,47,69
8327,1,7,20,45
8328,11,32,52,71
8329,2,7,24,47
8330,5,17,39,61
8332,5,17,42,59
8340,4,11,33,53
8341,8,27,47,67
8343,16,39,52,75
8344,10,30,50,72
8345,2,10,27,51
8346,6,16,37,57
8348,2,8,27,49
8349,3,8,27,48
8350,5,12,36,53
8352,3,15,40,57
8353,6,28,49,71
8360,8,28,47,64
8361,7,24,48,64
8401,1,8,22,48
8402,1,7,19,49
8403,1,7,20,49
8406,1,7,19,48
8501,3,31,55,84
8502,13,39,75,95
8505,16,47,69,95
8510,13,38,71,93
8511,10,42,59,88
8512,7,26,60,87
8514,3,26,49,79
8515,13,46,69,93
8518,19,46,72,97
8520,6,25,56,83
8525,11,44,81,102
8527,9,30,57,85
8528,14,44,77,96
8530,13,46,74,101
8533,11,39,60,91
8534,14,47,76,101
8535,14,36,70,93
8536,14,41,77,93
8540,14,44,79,101
8542,12,44,79,98
8544,12,43,78,98
8550,4,29,62,85
8551,3,26,62,87
8553,15,45,77,95
8554,19,46,73,97
8555,6,26,51,81
8558,13,45,77,96
8559,2,25,59,92
8560,13,47,72,100
8561,13,42,73,96
8562,14,43,61,90
8608,14,47,72,97
8609,14,47,73,97
8610,14,46,73,95
8611,15,48,72,96
8618,13,45,72,98
8619,15,45,74,97
8620,12,45,69,94
8628,14,45,71,100
8629,13,47,73,97
8638,14,48,72,97
8640,11,39,60,88
8641,12,42,60,88
8648,13,44,76,98
8690,12,43,72,96
8691,12,42,74,97
8701,9,23,55,80
8720,8,19,51,77
8721,7,12,41,69
8722,7,16,45,72
8723,7,16,45,75
8724,7,17,44,76
8730,7,18,45,74
8731,5,15,44,66
8732,8,14,41,72
8733,9,26,50,80
8734,5,13,40,64
8735,8,11,39,69
8736,8,19,47,73
8738,7,14,39,71
8740,7,10,40,70
8741,8,15,43,72
8742,7,15,44,74
8750,7,19,46,73
8751,7,11,36,68
8752,7,10,35,68
8753,8,17,46,74
8755,8,20,50,81
8757,8,20,48,75
8758,4,15,39,61
8759,6,28,53,79
8801,9,36,70,96
8802,5,15,44,84
8804,5,16,48,83
8805,17,39,67,94
8807,19,37,66,94
8809,9,36,69,96
8810,15,40,71,90
8812,18,39,63,91
8816,14,40,72,91
8817,17,38,65,94
8820,16,37,62,89
8821,13,37,74,95
8822,8,43,77,97
8823,15,41,74,94
8824,14,41,74,93
8825,3,17,58,90
8826,4,19,46,81
8827,4,19,48,82
8828,16,35,70,91
8829,8,33,67,94
8830,17,37,58,88
8831,16,35,69,90
8832,17,37,58,90
8833,10,36,70,94
8835,16,41,69,95
8836,19,39,67,92
8837,18,38,63,90
8840,17,38,61,91
8844,13,40,76,95
8846,17,39,67,93
8848,5,17,55,87
8850,14,40,71,93
8852,14,41,75,93
8853,11,38,74,96
8854,17,37,66,93
8857,18,37,65,89
8858,5,22,50,79
8859,18,39,64,90
8861,17,37,58,89
8863,17,37,59,90
8865,9,23,59,96
8867,3,19,52,86
8869,18,40,68,96
8872,17,39,65,90
8873,16,42,72,95
8876,15,39,70,97
8879,18,38,59,90
8880,16,37,68,93
8882,16,38,67,90
8884,17,38,70,90
8886,7,27,58,94
8887,11,36,75,97
8889,14,37,70,97
8890,16,41,69,95
8901,16,39,68,92
8902,15,41,70,92
8904,16,37,67,93
10001,15,34,52,71
10002,15,36,52,71
10003,15,36,52,70
10004,16,35,53,74
10005,14,35,53,74
10006,15,35,53,74
10007,14,35,52,74
10009,15,36,52,70
10010,15,35,52,70
10011,14,34,52,71
10012,15,35,52,72
10013,14,35,52,72
10014,14,34,52,72
10016,15,34,52,70
10017,14,34,52,70
10018,15,34,52,70
10019,14,33,52,70
10020,14,34,52,70
10021,15,32,53,69
10022,14,33,52,70
10023,14,33,53,70
10024,15,34,56,69
10025,14,34,56,72
10026,15,35,56,73
10027,15,34,57,73
10028,15,33,54,69
10029,15,32,56,73
10030,16,34,57,73
10031,17,34,56,73
10032,16,32,55,73
10033,16,31,54,72
10034,15,31,54,72
10035,15,33,56,73
10036,15,34,52,69
10037,15,33,57,73
10038,14,35,53,74
10039,16,33,56,73
10040,15,31,54,72
10044,15,31,53,69
10065,15,33,52,69
10069,14,33,53,70
10075,15,32,54,69
10103,14,33,52,70
10110,15,34,52,70
10111,14,33,52,70
10112,14,34,52,70
10115,16,35,57,73
10119,15,34,52,71
10128,15,33,55,70
10152,14,34,52,70
10153,14,33,52,70
10154,14,34,52,70
10162,15,32,53,69
10165,15,34,52,70
10167,14,34,52,70
10168,15,34,52,70
10169,14,34,52,70
10170,14,34,52,70
10171,14,34,52,70
10172,14,34,52,70
10173,14,34,52,70
10174,14,34,52,70
10177,14,34,52,70
10199,14,34,52,71
10271,15,35,53,74
10278,14,35,52,74
10279,14,35,52,74
10280,15,35,53,74
10282,15,35,52,74
10301,18,39,52,81
10302,20,38,51,83
10303,19,39,51,83
10304,19,40,53,83
10305,18,39,53,80
10306,19,37,52,81
10307,18,39,55,89
10308,18,39,51,82
10309,17,38,54,84
10310,20,39,52,83
10311,21,40,53,81
10312,18,39,53,83
10314,20,40,52,81
10451,15,32,54,72
10452,14,31,55,73
10453,14,31,54,72
10454,16,33,55,73
10455,15,32,54,71
10456,15,31,56,73
10457,15,31,56,71
10458,15,31,55,72
10459,14,31,55,70
10460,15,32,57,72
10461,14,31,54,70
