zip,15_min,30_min,45_min,60_min
56434,0,1,3,6
56435,0,0,3,4
56437,0,1,3,7
56438,0,4,5,8
56440,0,0,5,6
56441,0,1,2,5
56442,0,0,1,5
56443,0,2,4,7
56444,0,1,2,5
56446,0,1,4,5
56447,0,0,1,3
56448,0,0,1,4
56449,1,2,4,8
56450,0,1,2,7
56452,0,0,1,5
56453,0,1,2,8
56455,0,1,2,5
56458,0,2,2,4
56461,0,2,2,5
56464,0,2,2,5
56465,1,1,2,5
56466,0,1,3,7
56467,0,1,2,5
56468,0,1,2,4
56469,0,0,1,3
56470,1,1,4,5
56472,0,1,1,5
56473,1,2,3,8
56474,0,0,1,5
56475,1,2,7,8
56477,0,2,2,4
56479,0,2,6,6
56481,0,1,3,6
56482,1,1,5,8
56484,0,0,2,5
56501,1,1,4,8
56510,0,0,4,7
56511,1,1,2,8
56514,0,6,6,6
56515,0,2,5,7
56516,0,0,1,5
56517,0,1,4,8
56518,1,1,2,7
56519,0,0,3,5
56520,2,2,5,7
56521,0,1,1,7
56522,1,2,2,7
56523,1,3,4,6
56524,0,2,4,7
56525,3,4,6,6
56527,0,1,2,7
56528,0,3,4,9
56529,3,3,6,7
56531,0,1,3,5
56533,1,2,5,8
56534,1,3,6,9
56535,0,0,2,4
56536,0,3,4,7
56537,1,2,7,10
56540,0,0,1,6
56541,0,0,2,5
56542,0,0,0,4
56543,1,2,4,8
56544,1,2,4,7
56545,0,0,1,7
56546,1,3,3,7
56547,3,4,6,7
56548,0,0,4,6
56549,0,4,4,7
56550,0,0,4,6
56551,0,1,3,6
56552,0,3,4,8
56553,1,3,5,6
56554,1,2,5,8
56556,0,0,2,3
56557,0,0,1,6
56560,3,3,6,7
56562,3,4,6,7
56563,3,4,6,7
56565,0,2,2,5
56566,0,0,3,3
56567,0,1,3,5
56568,0,2,4,7
56569,0,1,2,4
56570,0,1,3,4
56571,0,1,3,6
56572,0,2,4,8
56573,0,2,4,7
56574,0,2,3,6
56575,0,1,2,4
56576,0,1,3,6
56578,1,1,3,9
56579,0,2,6,7
56580,3,5,6,6
56581,0,0,3,6
56583,0,2,2,3
56584,0,0,2,5
56585,0,2,4,8
56586,1,1,5,9
56587,1,2,4,9
56588,0,3,4,7
56589,0,0,1,7
56590,0,1,3,3
56591,0,1,1,6
56592,0,0,1,4
56594,0,4,6,6
56601,1,1,2,3
56621,0,1,2,5
56623,0,0,0,0
56626,0,0,2,3
56627,0,0,0,0
56628,0,0,2,3
56629,0,0,0,0
56630,0,1,1,1
56633,0,0,1,3
56634,0,0,1,2
56636,0,1,1,3
56637,0,0,1,3
56639,0,0,0,3
56641,0,0,2,3
56644,0,0,1,3
56646,0,0,1,3
56647,0,1,1,2
56649,0,0,0,0
56650,0,0,1,1
56651,0,0,1,5
56652,0,1,1,3
56653,0,0,0,0
56654,0,0,0,0
56655,0,0,2,4
56657,0,1,2,4
56658,0,0,0,0
56659,0,0,1,2
56660,0,0,1,1
56661,0,0,1,2
56662,0,0,1,3
56663,0,1,2,3
56666,0,0,1,2
56667,1,1,1,2
56668,0,0,0,0
56669,0,0,0,0
56670,0,1,1,2
56671,0,1,1,2
56672,0,0,1,4
56673,0,0,0,0
56676,0,1,2,4
56678,1,1,2,3
56680,0,0,1,3
56681,0,0,1,2
56683,0,1,1,2
56684,0,0,1,3
56685,0,0,0,1
56686,0,0,0,0
56688,0,0,0,3
56701,1,2,3,4
56710,0,2,3,4
56711,0,0,0,0
56713,0,0,4,4
56714,0,0,0,1
56715,0,1,2,4
56716,1,1,4,5
56720,0,0,0,3
56721,3,3,4,4
56722,1,4,4,4
56723,2,3,4,4
56724,0,0,1,1
56725,0,1,2,2
56726,0,0,0,1
56727,0,0,1,1
56728,0,0,0,0
56729,0,0,0,1
56731,0,0,0,0
56732,0,0,1,3
56733,0,0,0,3
56734,0,0,0,1
56735,0,0,0,0
56736,0,1,2,4
56737,0,1,1,2
56738,0,1,3,4
56742,0,0,2,3
56744,0,2,3,4
56748,0,1,2,4
56750,0,2,3,4
56751,0,0,1,1
56754,1,2,4,4
56755,0,0,0,0
56756,0,0,0,1
56757,0,0,3,4
56758,0,1,1,4
56759,0,0,1,1
56760,1,1,4,4
56761,0,0,1,1
56762,0,0,4,4
56763,0,0,0,0
57001,0,1,7,11
57002,1,1,2,6
57003,1,4,5,7
57004,0,1,8,11
57005,4,4,5,9
57006,1,1,3,7
57007,1,1,2,7
57010,1,3,7,12
57012,0,4,5,8
57013,1,4,8,10
57014,0,1,6,10
57015,0,4,4,7
57016,0,3,5,6
57017,0,2,5,5
57018,1,4,5,6
57020,4,4,5,8
57021,0,2,6,8
57022,1,4,5,7
57024,0,1,5,5
57025,0,2,7,9
57026,1,1,1,6
57027,0,4,7,12
57028,0,0,5,5
57029,0,0,2,7
57030,2,4,5,7
57031,1,2,2,11
57032,4,4,5,9
57033,2,4,4,9
57034,0,3,8,12
57035,1,4,4,8
57036,0,0,6,8
57037,0,2,6,11
57038,3,5,7,11
57039,1,4,7,9
57040,1,1,2,7
57041,1,4,5,7
57042,0,1,5,8
57043,0,0,5,7
57045,0,0,1,7
57046,1,2,2,11
57047,0,2,4,7
57048,0,1,4,6
57049,3,5,6,11
57050,0,1,2,7
57051,0,0,1,5
57052,0,0,2,6
57053,0,3,5,7
57054,0,1,2,8
57055,4,4,5,7
57057,0,1,5,7
57058,0,0,4,6
57059,0,0,1,3
57061,1,1,2,7
57062,0,0,1,2
57063,0,1,1,3
57064,4,4,5,9
57065,0,4,5,6
57066,0,0,1,3
57067,1,2,2,7
57068,4,4,5,9
57069,2,2,10,12
57070,0,1,6,7
57071,1,1,2,6
57072,1,2,4,11
57073,0,2,7,11
57075,0,2,5,6
57076,0,0,4,7
57077,1,4,7,10
57078,1,2,4,13
57103,4,4,5,11
57104,4,4,6,11
57105,4,4,6,11
57106,4,4,6,11
57107,4,4,6,11
57108,4,4,6,11
57110,4,4,6,10
57117,4,4,6,11
57197,4,4,6,11
57201,1,1,2,3
57212,0,0,2,3
57213,0,1,2,3
57214,0,0,2,3
57216,0,0,2,2
57217,0,0,1,2
57218,0,0,2,3
57219,0,0,1,2
57220,1,1,2,3
57221,0,0,1,3
57223,0,1,2,2
57224,0,0,1,1
57225,0,0,1,3
57226,0,1,2,3
57227,0,0,1,1
57231,0,0,1,4
57232,0,0,0,1
57233,0,0,2,3
57234,0,2,2,2
57235,1,1,1,2
57236,0,0,1,1
57237,0,0,2,3
57238,0,1,1,2
57239,0,0,0,2
57241,0,1,2,2
57242,0,1,1,3
57243,0,1,1,3
57245,1,1,2,2
57246,0,0,1,2
57247,0,0,0,1
57248,0,1,2,2
57249,0,0,1,3
57251,0,1,1,1
57252,0,1,1,3
57255,0,0,1,2
57256,0,0,1,1
57257,0,0,0,1
57258,0,0,0,3
57259,0,0,1,2
57260,0,0,1,2
57261,0,0,0,2
57262,0,0,0,1
57263,1,1,1,2
57264,0,1,1,1
57265,0,1,1,3
57266,0,0,1,1
57268,0,1,2,3
57269,0,0,1,1
57270,0,0,0,1
57271,0,0,1,3
57272,0,1,1,2
57273,0,0,1,1
57274,0,0,1,2
57276,1,1,2,5
57278,0,0,1,3
57279,0,0,1,1
57301,1,1,2,5
57311,1,1,1,7
57312,0,1,2,2
57313,0,0,1,1
57314,0,0,2,2
57315,0,0,1,2
57317,0,0,0,0
57319,0,1,6,7
57321,0,0,1,7
57322,0,1,2,2
57323,0,0,2,3
57324,1,1,2,2
57325,0,0,0,0
57328,0,0,1,1
57329,0,0,0,2
57330,0,0,1,2
57331,0,1,1,2
57332,0,1,3,7
57334,1,1,1,4
57335,0,0,0,0
57337,0,0,2,2
57339,0,0,0,1
57340,1,1,2,4
57341,0,0,0,0
57342,0,0,0,1
57344,0,0,1,1
57345,0,0,0,1
57346,0,0,0,1
57348,0,1,1,1
57349,0,0,1,5
57350,1,1,2,3
57353,0,1,1,3
57354,0,0,2,5
57355,0,0,0,1
57356,0,0,0,1
57358,0,1,2,2
57359,0,1,2,2
57361,0,0,0,2
57362,0,0,0,1
57363,1,1,2,2
57364,0,0,1,1
57365,0,0,0,0
57366,0,1,1,2
57367,0,0,0,1
57368,0,0,1,2
57369,0,0,0,1
57370,0,0,0,0
57371,0,0,0,1
57373,0,0,1,1
57374,0,1,1,6
57375,0,0,1,1
57376,0,0,2,2
57379,0,1,1,2
57380,0,0,0,2
57381,0,1,1,1
57382,0,0,1,2
57383,0,0,1,2
57384,0,1,1,1
57385,0,1,2,2
57386,0,1,1,3
57401,1,1,1,1
57420,0,0,0,0
57421,0,0,1,1
57422,0,0,1,1
57424,0,0,1,2
57426,0,1,1,1
57427,1,1,1,1
57428,0,0,0,0
57429,0,1,1,1
57430,0,0,0,1
57432,0,1,1,1
57433,1,1,1,1
57434,0,0,1,1
57435,0,0,1,1
57436,0,0,1,3
57437,0,0,0,1
57438,0,0,0,1
57439,0,1,1,2
57440,0,0,1,2
57441,0,1,1,1
57442,0,0,0,1
57445,0,1,1,1
57446,0,0,1,1
57448,0,0,0,1
57449,0,1,1,1
57450,0,0,0,0
57451,0,1,1,1
57452,0,0,0,0
57454,0,0,1,1
57455,0,0,0,0
57456,0,0,1,1
57457,0,0,0,1
57460,0,1,1,1
57461,0,1,1,1
57465,0,0,1,1
57466,0,0,0,0
57467,0,0,0,1
57468,0,0,1,1
57469,0,0,0,2
57470,0,0,0,2
57471,0,0,0,1
57472,0,0,0,0
57473,0,0,0,0
57474,1,1,1,1
57475,0,0,0,0
57476,0,0,1,2
57477,0,0,1,2
57479,1,1,1,1
57481,0,1,1,1
57501,1,1,1,1
57520,0,0,1,1
57521,0,0,0,0
57522,0,1,1,1
57523,0,0,0,0
57528,0,0,0,0
57529,0,0,0,0
57531,0,0,1,1
57532,1,1,1,1
57533,0,0,0,0
57534,0,0,0,0
57536,0,1,1,1
57537,0,1,1,1
57538,0,0,0,0
57540,0,0,1,1
57541,0,0,0,0
57543,0,0,0,0
57544,0,0,0,1
57547,0,0,0,0
57548,0,0,0,1
57551,0,0,0,0
57552,0,0,0,1
57553,0,0,0,0
57555,0,0,0,0
57559,0,0,0,1
57560,0,0,0,0
57562,0,0,0,1
57563,0,0,0,0
57564,0,0,1,1
57566,0,0,0,0
57567,0,0,0,0
57568,0,0,1,1
57569,0,0,0,1
57570,0,0,0,0
57571,0,0,0,0
57572,0,0,0,0
57574,0,0,0,0
57576,0,0,1,1
57577,0,0,0,0
57579,0,0,0,0
57580,0,0,0,0
57584,0,0,0,0
57585,0,0,0,0
57601,0,0,0,0
57620,0,0,0,0
57621,0,0,0,0
57622,0,0,0,0
57623,0,0,0,0
57625,0,0,0,0
57626,0,0,0,0
57630,0,0,0,0
57631,0,0,0,0
57632,0,0,0,0
57633,0,0,0,0
57634,0,0,0,0
57636,0,0,0,0
57638,0,0,0,0
57639,0,0,0,0
57640,0,0,0,0
57641,0,0,0,0
57642,0,0,0,0
57644,0,0,0,0
57645,0,0,0,0
57646,0,0,0,0
57648,0,0,0,0
57649,0,0,0,0
57650,0,0,0,0
57651,0,0,0,0
57652,0,0,0,0
57656,0,0,0,0
57657,0,0,0,0
57658,0,0,0,0
57659,0,0,0,0
57660,0,0,0,0
57661,0,0,0,0
57701,2,2,3,3
57702,2,2,3,3
57703,2,2,3,3
57706,2,2,3,3
57714,0,0,0,0
57716,0,0,0,1
57717,0,0,1,1
57718,2,3,3,3
57719,2,2,3,3
57720,0,0,0,0
57722,0,0,2,3
57724,0,0,0,0
57725,0,2,2,2
57730,0,1,2,3
57732,0,1,3,3
57735,0,0,0,2
57737,0,0,2,3
57738,0,2,2,3
57741,0,3,3,3
57744,1,2,2,3
57745,0,2,3,3
57747,0,0,1,3
57748,0,0,0,0
57750,0,0,0,0
57751,1,2,2,3
57752,0,0,0,0
57754,1,1,3,3
57755,0,0,0,0
57756,0,0,0,1
57758,0,0,0,1
57759,0,3,3,3
57760,0,0,1,3
57761,0,2,2,3
57762,0,1,1,3
57763,0,1,1,2
57764,0,0,1,1
57766,0,0,2,3
57767,0,0,2,2
57769,2,2,3,3
57770,0,1,1,1
57772,0,0,0,1
57773,0,0,2,2
57775,0,0,0,2
57776,0,0,0,0
57779,1,1,1,3
57780,0,0,2,2
57782,0,0,1,3
57783,1,1,3,3
57785,0,3,3,3
57787,0,0,1,3
57788,0,1,2,3
57790,0,0,0,2
57791,0,0,2,2
57792,0,0,0,2
57793,0,1,3,3
57794,0,0,0,1
57799,1,1,3,3
58001,1,3,5,6
58002,0,2,3,3
58004,0,3,3,4
58005,1,3,3,7
58006,0,3,3,6
58007,0,0,3,3
58008,0,1,2,5
58009,0,0,2,6
58011,0,0,2,3
58012,0,3,3,4
58013,0,0,0,1
58015,1,4,5,6
58016,0,0,0,6
58017,0,0,0,1
58018,0,3,5,6
58021,2,3,4,6
58027,0,0,1,4
58029,0,1,3,6
58030,0,2,2,5
58031,0,0,2,4
58032,0,0,0,1
58033,0,0,0,1
58035,0,0,1,6
58036,0,3,3,7
58038,0,2,5,7
58040,0,0,0,1
58041,0,1,1,3
58042,3,3,3,6
58043,0,0,0,1
58045,0,0,5,6
58046,0,0,0,3
58047,3,4,6,6
58048,0,1,3,6
58049,0,0,1,3
58051,1,3,4,6
58052,0,3,4,5
58053,0,0,1,3
58054,0,0,0,4
58056,0,0,0,1
58057,0,0,2,4
58058,0,1,1,5
58059,2,3,3,5
58060,0,0,0,2
58061,0,1,4,5
58062,0,0,0,4
58063,0,0,2,4
58064,0,0,0,3
58065,0,0,0,6
58067,0,0,0,1
58068,0,0,2,4
58069,0,0,0,0
58071,0,0,1,4
58072,0,0,1,3
58074,1,2,5,6
58075,1,4,5,6
58076,1,2,6,7
58077,0,3,5,6
58078,3,3,5,7
58079,0,3,3,4
58081,0,0,3,5
58102,3,3,5,8
58103,3,3,6,7
58104,3,4,6,6
58105,3,3,5,7
58201,2,3,4,4
58202,2,3,4,4
58203,2,3,4,4
58204,1,2,3,4
58205,1,2,3,4
58210,0,0,0,2
58212,0,0,0,3
58214,0,2,3,3
58216,0,0,0,0
58218,0,3,3,7
58219,0,0,3,6
58220,0,0,0,0
58222,0,0,0,0
58223,0,0,5,6
58224,0,0,0,3
58225,0,0,0,2
58227,0,0,0,2
58228,2,2,3,4
58229,0,0,0,1
58230,0,0,0,2
58231,0,0,0,3
58233,0,0,2,3
58235,0,2,2,3
58236,0,0,0,0
58237,0,0,2,3
58238,0,0,0,0
58239,0,0,0,0
58240,0,2,3,3
58241,0,0,0,0
58243,0,0,0,2
58244,0,1,2,4
58249,0,0,0,1
58250,0,0,0,3
58251,0,2,2,4
58254,0,0,0,3
58255,0,0,0,1
58256,1,2,3,4
58257,0,0,2,6
58258,0,2,3,4
58259,0,0,1,3
58260,0,0,0,1
58261,0,2,2,4
58262,0,0,0,0
58265,0,0,0,0
58266,0,0,2,4
58267,0,0,2,3
58269,0,0,0,1
58270,0,0,0,2
58271,0,0,0,0
58272,0,0,0,3
58273,0,0,0,3
58274,0,0,2,5
58275,0,3,3,6
58276,0,0,0,1
58277,0,0,0,2
58278,2,2,3,4
58281,0,0,0,0
58282,0,0,0,0
58301,1,1,1,1
58310,0,0,1,1
58311,0,0,1,1
58313,0,0,0,2
58316,0,0,1,1
58317,0,0,0,2
58318,1,1,1,1
58321,0,1,1,1
58323,0,0,0,1
58324,0,0,1,1
58325,0,1,1,1
58327,1,1,1,1
58329,0,1,1,1
58330,0,1,1,1
58331,0,0,0,1
58332,0,0,0,1
58335,0,1,1,1
58338,0,1,1,1
58339,0,0,0,1
58341,0,0,0,1
58343,0,0,0,2
58344,0,0,1,1
58345,0,1,1,1
58346,0,0,1,1
58348,0,0,1,1
58351,0,0,1,1
58352,0,0,0,1
58353,0,0,0,2
58355,0,0,0,1
58356,0,0,1,1
58357,0,1,1,1
58361,0,0,1,1
58362,1,1,1,1
58363,0,0,0,2
58365,0,0,0,0
58366,0,0,1,1
58367,0,0,1,1
58368,0,0,1,2
58369,0,0,1,1
58370,1,1,1,1
58372,0,0,0,0
58374,0,0,1,1
58377,0,1,1,1
58379,0,1,1,1
58380,0,0,1,1
58381,0,1,1,1
58382,0,1,1,1
58384,0,1,1,1
58385,0,0,2,2
58386,0,0,1,1
58401,1,1,1,1
58402,1,1,1,1
58405,1,1,1,1
58413,0,0,0,0
58415,0,0,1,1
58416,0,0,0,2
58418,0,0,0,0
58420,1,1,1,1
58421,0,0,0,2
58422,0,0,0,1
58423,0,0,0,0
58424,0,1,1,1
58425,0,0,0,1
58426,0,1,1,1
58428,0,0,0,3
58429,0,0,1,1
58430,0,0,0,1
58431,0,0,1,1
58433,0,0,1,1
58436,0,0,0,1
58438,0,0,0,1
58439,0,0,0,1
58440,0,0,0,1
58441,0,0,0,2
58442,0,0,1,1
58443,0,0,0,2
58444,0,0,0,1
58445,0,0,1,2
58448,0,0,0,1
58451,0,0,0,0
58452,0,0,0,2
58454,0,0,1,1
58455,0,1,1,2
58456,0,0,0,1
58458,0,0,0,1
58460,0,0,0,1
58461,0,1,1,1
58463,0,0,0,3
58464,0,0,1,2
58466,0,0,1,1
58467,0,1,1,1
58472,1,1,1,1
58474,0,0,0,1
58475,0,0,0,1
58476,0,1,1,1
58477,0,3,3,3
58478,0,0,0,3
58479,0,1,1,1
58480,0,1,1,1
58481,1,1,1,1
58482,0,0,0,4
58483,0,0,1,1
58484,0,0,0,2
58486,0,0,0,1
58487,0,0,0,1
58488,0,0,0,3
58490,0,0,0,1
58492,0,1,1,1
58494,0,0,3,3
58495,0,0,0,0
58496,0,0,1,1
58497,1,1,1,1
58501,3,3,3,3
58503,3,3,3,3
58504,3,3,3,3
58505,3,3,3,3
58520,0,0,3,3
58521,1,3,3,3
58523,0,0,0,3
58524,0,0,2,3
58528,0,0,3,3
58529,0,0,0,1
58530,0,0,3,3
58531,0,0,0,3
58532,0,2,3,3
58533,0,0,0,1
58535,0,2,3,3
58538,0,0,0,3
58540,0,0,0,1
58541,0,0,0,1
58542,0,0,0,0
58544,0,0,3,3
58545,0,0,0,2
58549,0,0,0,3
58552,0,0,0,2
58554,3,3,3,3
58558,1,3,3,3
58559,0,0,0,3
58560,0,2,3,3
58561,0,0,0,1
58562,0,0,0,0
58563,0,0,3,3
58564,0,0,0,3
58565,0,0,0,3
58566,1,3,3,3
58568,0,0,0,1
58569,0,0,0,3
58570,0,1,3,3
58571,0,0,0,3
58572,0,3,3,3
58573,0,0,0,0
58575,0,0,0,4
58576,0,0,0,4
58577,0,0,3,3
58579,0,2,3,3
58580,0,0,0,1
58581,0,0,0,0
58601,1,1,1,1
58620,0,0,0,1
58621,0,0,0,0
58622,0,1,1,1
58623,0,0,0,0
58625,0,0,0,1
58626,0,0,1,1
58627,0,0,1,1
58630,1,1,1,1
58631,0,0,0,4
58632,0,0,0,0
58634,0,0,0,1
58636,0,0,1,1
58638,0,0,0,2
58639,0,0,0,0
58640,0,0,1,1
58641,0,1,1,1
58642,0,1,1,1
58643,0,0,0,0
58644,0,0,1,1
58645,0,0,1,1
58646,0,0,0,1
58647,0,0,1,1
58649,0,0,0,0
58650,0,0,1,1
58651,0,0,0,0
58652,0,0,1,1
58653,0,0,0,0
58654,0,0,0,1
58655,0,1,1,1
58656,0,1,1,1
58701,1,1,1,1
58703,1,1,2,2
58704,0,1,1,2
58705,0,1,1,2
58707,1,1,1,2
58710,0,0,0,1
58711,0,0,0,1
58712,0,0,1,2
58713,0,1,2,2
58716,0,0,1,1
58718,0,1,1,1
58721,0,0,0,0
58722,1,1,1,2
58723,0,0,0,1
58725,0,0,1,1
58727,0,0,0,0
58730,0,0,0,0
58731,0,1,2,2
58733,1,1,1,1
58734,0,0,0,1
58735,0,1,1,1
58736,0,0,0,1
58737,0,0,0,0
58740,0,1,1,2
58741,0,1,2,2
58744,0,0,1,2
58746,0,0,0,1
58748,0,1,1,2
58750,0,0,1,2
58752,0,0,0,0
58755,0,0,0,1
58756,0,1,1,1
58757,0,0,0,0
58758,0,0,0,0
58759,0,0,1,1
58760,0,0,2,2
58761,0,0,0,1
58762,0,1,1,2
58763,0,0,0,0
58765,0,0,0,0
58768,0,1,2,2
58769,0,0,0,1
58770,0,0,0,1
58771,0,0,1,1
58772,0,0,0,0
58773,0,0,0,0
58775,0,0,0,1
58776,0,0,0,1
58778,0,0,1,1
58779,0,1,1,1
58781,1,1,1,2
58782,0,0,0,0
58783,0,1,1,1
58784,0,0,0,1
58785,1,1,1,2
58787,0,0,0,1
58788,0,0,2,2
58789,0,1,2,2
58790,0,1,1,2
58792,0,1,1,2
58793,0,0,1,2
58794,0,0,0,1
58795,0,0,1,1
58801,1,1,1,1
58830,0,0,1,1
58831,0,0,1,1
58833,0,0,0,1
58835,0,0,1,1
58838,0,0,1,1
58843,1,1,1,1
58844,0,0,0,1
58845,0,0,1,1
58847,0,0,1,1
58849,0,1,1,1
58852,0,0,1,1
58853,0,1,1,1
58854,0,0,1,1
58856,0,0,1,1
59001,0,0,1,3
59002,3,3,3,3
59003,0,0,0,0
59006,0,2,3,3
59007,0,0,0,3
59008,0,0,0,3
59010,0,0,0,0
59011,0,0,0,0
59012,0,0,0,1
59013,0,1,3,3
59014,0,1,3,4
59015,2,3,3,3
59016,0,0,0,1
59018,0,1,1,1
59019,0,1,3,3
59020,0,0,0,1
59022,0,0,0,2
59024,0,0,0,2
59025,0,1,1,1
59026,1,2,3,3
59027,0,0,1,1
59028,0,0,0,1
59029,0,2,3,3
59030,0,0,0,1
59031,0,0,0,3
59032,0,0,0,0
59033,0,0,0,1
59034,0,0,1,3
59035,0,0,2,3
59036,0,0,0,0
59037,1,2,3,3
59038,0,0,0,0
59039,0,0,0,0
59041,0,2,3,3
59043,0,0,0,0
59044,2,3,3,3
59046,0,0,0,3
59047,0,0,1,1
59050,0,0,0,1
59052,0,0,0,1
59053,0,0,0,0
59054,0,0,0,0
59055,0,0,0,0
59057,0,3,3,3
59058,0,0,0,0
59059,0,0,0,2
59061,0,0,0,2
59062,0,0,0,1
59063,1,3,3,3
59064,0,1,3,3
59065,0,0,1,1
59066,0,3,3,3
59067,0,1,3,3
59068,0,0,0,3
59069,0,0,1,3
59070,0,0,1,3
59071,0,0,0,2
59072,0,0,1,3
59074,0,0,0,3
59075,0,0,1,3
59076,0,0,0,0
59077,0,0,0,0
59078,0,0,0,0
59079,0,2,3,3
59081,0,0,0,0
59082,0,0,0,1
59083,0,0,0,0
59085,0,0,0,0
59086,0,0,1,1
59087,0,0,0,0
59088,0,1,2,3
59089,0,0,1,1
59101,3,3,3,3
59102,3,3,3,3
59105,3,3,3,3
59106,3,3,3,3
59201,0,0,0,0
59211,0,0,0,1
59212,0,0,1,1
59213,0,0,0,0
59214,0,0,0,0
59215,0,0,0,0
59217,0,0,0,1
59218,0,0,0,1
59219,0,0,1,1
59221,0,0,1,1
59222,0,0,0,0
59223,0,0,0,0
59225,0,0,0,0
59226,0,0,0,1
59230,0,0,0,0
59231,0,0,0,0
59240,0,0,0,0
59241,0,0,0,0
59242,0,0,0,1
59243,0,0,0,1
59244,0,0,0,0
59247,0,0,0,1
59248,0,0,0,0
59250,0,0,0,0
59252,0,0,0,0
59253,0,0,0,0
59254,0,0,0,0
59255,0,0,0,0
59256,0,0,0,0
59257,0,0,0,0
59258,0,0,0,1
59259,0,0,0,0
59260,0,0,0,0
59261,0,0,0,0
59262,0,0,0,0
59263,0,0,0,0
59270,0,0,1,1
59273,0,0,0,0
59274,0,0,0,0
59275,0,0,0,0
59276,0,0,0,0
59301,1,1,1,1
59311,0,0,0,1
59312,0,0,0,1
59313,0,0,0,0
59314,0,0,0,0
59315,0,0,0,0
59316,0,0,0,0
59317,0,0,0,0
59318,0,0,0,0
59319,0,0,0,0
59322,0,0,0,0
59323,0,0,0,1
59324,0,0,0,0
59326,0,0,0,1
59327,0,0,0,1
59330,0,0,0,0
59332,0,0,0,0
59333,0,1,1,1
59336,0,0,0,1
59337,0,0,0,0
59338,1,1,1,1
59339,0,0,0,0
59343,0,0,0,0
59344,0,0,0,0
59345,0,0,0,0
59347,0,0,1,1
59349,0,0,1,1
59351,0,0,1,1
59353,0,0,0,0
59354,0,0,0,0
59401,2,2,2,2
59404,2,2,2,2
59405,2,2,2,3
59410,0,0,0,0
59411,0,0,0,0
59412,0,2,2,2
59414,2,2,2,2
59416,0,0,1,2
59417,0,0,0,0
59418,0,0,0,0
59419,0,0,0,0
59420,0,0,2,2
59421,0,2,2,3
59422,0,0,0,1
59424,0,0,0,2
59425,0,0,0,2
59427,0,0,0,0
59430,0,0,0,0
59432,0,0,0,0
59433,0,0,2,2
59434,0,0,0,1
59435,0,0,0,0
59436,0,0,0,2
59440,0,2,2,2
59441,0,0,0,0
59442,0,0,2,2
59443,0,1,2,2
59444,0,0,0,0
59446,0,0,0,2
59447,0,0,1,2
59448,0,0,0,0
59450,0,1,2,2
59451,0,0,0,0
59452,0,0,0,0
59453,0,0,0,0
59454,0,0,0,0
59456,0,0,0,2
59457,0,0,0,0
59460,0,0,0,2
59461,0,0,0,0
59462,0,0,0,0
59463,0,0,2,2
59464,0,0,0,0
59465,0,0,1,2
59466,0,0,0,0
59467,0,0,0,0
59468,0,1,2,2
59469,0,0,2,2
59471,0,0,0,0
59472,2,2,2,2
59474,0,0,0,0
59477,0,1,2,2
59479,0,0,0,1
59480,0,2,2,2
59482,0,0,0,0
59483,0,2,2,2
59484,0,0,0,0
59485,0,2,2,3
59486,0,0,0,0
59487,0,2,2,2
59489,0,0,0,0
59501,1,1,1,1
59520,0,0,0,1
59521,0,0,1,1
59522,0,0,0,0
59523,0,1,1,1
59524,0,0,0,0
59525,0,0,1,1
59526,0,0,1,1
59527,0,0,0,0
59528,0,0,1,1
59529,0,0,0,1
59530,0,0,0,1
59531,0,0,0,1
59532,0,1,1,1
59535,0,0,0,1
59537,0,0,0,0
59538,0,0,0,0
59540,0,0,1,1
59542,0,0,0,0
59544,0,0,0,0
59545,0,0,0,0
59546,0,0,0,0
59547,0,0,1,1
59601,1,1,2,2
59602,1,1,1,4
59623,1,1,2,2
59625,1,1,2,2
59631,0,2,2,2
59632,0,1,2,3
59633,0,1,1,1
59634,1,1,2,2
59635,1,1,2,2
59636,1,1,1,2
59638,0,1,2,2
59639,0,0,0,1
59640,0,1,1,2
59642,0,0,0,1
59643,0,0,1,3
59644,0,0,1,2
59645,0,0,0,1
59647,0,1,1,2
59648,0,0,1,3
59701,1,1,2,2
59710,0,0,0,0
59711,0,1,1,2
59713,0,0,1,2
59714,1,1,1,2
59715,1,1,1,1
59716,0,0,1,1
59718,1,1,1,2
59720,0,0,0,1
59721,0,0,1,3
59722,0,0,2,2
59724,0,0,0,0
59725,0,0,0,1
59727,1,1,1,1
59728,0,1,2,2
59729,0,0,0,1
59730,0,1,1,1
59731,0,0,1,2
59732,0,0,1,1
59733,0,0,0,2
59735,0,0,1,2
59736,0,0,0,0
59739,0,0,0,0
59740,0,0,0,2
59741,0,1,1,1
59743,0,1,1,1
59745,0,0,1,2
59746,0,0,0,1
59747,0,0,1,2
59748,1,1,1,2
59749,0,0,1,1
59750,1,1,1,2
59751,0,1,1,1
59752,0,0,1,3
59754,0,0,1,1
59755,0,0,0,1
59756,0,1,1,2
59758,0,0,0,0
59759,0,1,1,2
59760,0,0,1,2
59761,0,0,0,0
59762,0,0,1,1
59801,2,2,2,3
59802,2,2,2,3
59803,2,2,2,3
59804,2,2,2,3
59808,2,2,3,3
59812,2,2,3,3
59820,0,2,2,3
59821,0,2,3,3
59823,0,2,2,2
59824,0,1,1,3
59825,2,2,2,3
59826,0,0,1,3
59827,0,0,0,0
59828,0,0,2,2
59829,0,0,0,1
59830,0,0,1,1
59831,0,0,3,3
59832,0,0,0,2
59833,0,2,2,2
59834,0,2,3,3
59837,0,0,0,3
59840,0,0,1,2
