zip,15_min,30_min,45_min,60_min,ruca,population,median_household_income
27879,7,11,23,32,Urban,287,
27880,3,18,36,48,Suburban,"3,962","$75,203"
27881,1,9,14,24,Suburban,17,
27882,2,12,33,47,Suburban,"8,205","$46,419"
27883,3,16,23,44,Suburban,"3,461","$49,278"
27884,6,8,19,26,Suburban,"1,340","$52,553"
27885,0,0,0,5,Rural,987,"$40,865"
27886,3,12,23,39,Urban,"18,599","$45,052"
27888,0,15,20,39,Suburban,"2,098","$34,141"
27889,1,10,15,30,Urban,"24,661","$46,711"
27890,2,6,14,30,Urban,"2,341","$34,563"
27891,2,7,17,39,Suburban,"4,901","$51,278"
27892,1,8,10,23,Suburban,"13,624","$42,794"
27893,7,23,39,51,Urban,"39,681","$37,767"
27896,5,23,42,52,Urban,"19,123","$61,077"
27897,1,3,7,26,Suburban,"1,566","$53,977"
27909,1,12,26,31,Urban,"40,284","$56,583"
27910,1,2,8,36,Suburban,"11,428","$39,567"
27915,0,0,0,0,Rural,361,"$30,154"
27916,0,2,16,25,Suburban,936,"$66,653"
27917,0,6,21,29,Suburban,533,"$48,261"
27919,1,2,19,31,Suburban,855,"$34,545"
27920,0,0,0,0,Rural,"1,551","$66,472"
27921,1,10,22,29,Suburban,"4,616","$66,517"
27922,1,2,13,37,Suburban,703,"$37,188"
27923,0,3,20,27,Suburban,491,"$56,500"
27924,1,2,7,26,Suburban,"2,962","$43,750"
27925,0,0,1,4,Rural,"3,192","$41,250"
27926,0,13,29,34,Suburban,"1,673","$41,186"
27927,0,3,19,25,Suburban,"1,219","$75,592"
27928,0,0,2,4,Rural,"1,722","$49,442"
27929,0,13,21,29,Suburban,"2,773","$98,750"
27932,0,2,8,30,Suburban,"12,472","$44,920"
27935,1,3,16,35,Suburban,"1,789","$75,963"
27936,0,0,0,0,Rural,692,"$36,406"
27937,1,3,24,36,Suburban,"3,468","$46,005"
27938,0,4,21,34,Suburban,"1,653","$44,375"
27939,0,1,13,21,Suburban,"2,666","$66,456"
27941,0,0,2,16,Suburban,388,"$36,367"
27942,1,3,10,36,Suburban,537,"$51,875"
27943,0,0,0,0,Rural,552,"$48,911"
27944,1,1,10,27,Suburban,"11,293","$53,150"
27946,0,5,23,32,Suburban,"1,250","$65,441"
27947,0,1,6,21,Suburban,"1,262","$83,537"
27948,0,0,1,15,Urban,"12,154","$67,562"
27949,0,1,3,19,Urban,"7,887","$95,542"
27950,0,14,23,28,Suburban,"1,899","$82,862"
27953,0,0,0,1,Rural,742,"$49,871"
27954,0,0,1,1,Suburban,"7,079","$57,816"
27956,0,11,21,29,Suburban,124,"$83,828"
27957,0,2,7,21,Suburban,"1,070",
27958,1,11,21,29,Suburban,"11,912","$94,415"
27959,0,0,1,12,Urban,"3,102","$74,256"
27960,0,0,0,1,Rural,810,"$61,591"
27962,0,2,10,15,Suburban,"7,053","$34,022"
27964,0,0,1,16,Suburban,772,"$59,159"
27965,0,1,15,25,Suburban,555,"$83,029"
27966,0,1,4,21,Suburban,"1,041",
27967,1,2,7,28,Suburban,538,"$21,507"
27968,0,0,0,0,Rural,135,
27969,0,5,23,34,Suburban,175,"$56,653"
27970,0,0,4,11,Rural,"2,962","$25,926"
27972,0,0,0,0,Rural,192,"$55,625"
27973,1,11,21,29,Suburban,"1,169","$66,364"
27974,0,1,16,26,Suburban,814,"$45,833"
27976,2,17,27,29,Suburban,"4,714","$80,790"
27978,0,0,0,1,Rural,298,"$42,143"
27979,0,8,27,33,Suburban,703,"$65,110"
27980,0,2,8,23,Rural,"1,800","$68,586"
27981,0,0,0,1,Rural,"1,936","$66,581"
27982,0,0,0,0,Rural,37,
27983,0,2,11,20,Suburban,"8,303","$38,147"
27985,1,2,15,29,Suburban,251,
27986,1,2,13,36,Suburban,"2,134","$43,864"
28001,4,23,53,87,Urban,"25,941","$50,701"
28006,19,47,59,76,Urban,"1,146","$51,964"
28007,0,2,16,41,Rural,897,"$52,768"
28009,1,8,36,71,Suburban,"1,107","$38,636"
28012,30,45,59,68,Urban,"25,605","$72,273"
28016,14,44,62,72,Urban,"13,481","$48,028"
28017,3,11,40,79,Suburban,602,
28018,1,8,33,68,Suburban,"4,243","$50,174"
28019,4,17,56,81,Urban,0,
28020,0,19,31,68,Suburban,"2,693","$48,466"
28021,6,23,53,68,Suburban,"14,267","$49,660"
28023,10,36,72,88,Urban,"15,927","$49,945"
28024,4,20,58,83,Urban,0,
28025,18,37,64,87,Urban,"55,265","$62,468"
28027,18,41,63,88,Urban,"76,653","$84,051"
28031,20,48,64,85,Urban,"29,698","$94,883"
28032,30,45,60,69,Urban,"3,073","$69,792"
28033,15,44,63,75,Urban,"2,710","$44,685"
28034,15,44,61,72,Urban,"18,436","$55,825"
28036,17,44,64,85,Urban,"21,458","$125,938"
28037,19,42,61,84,Urban,"22,995","$93,431"
28039,6,35,66,89,Urban,17,
28040,2,9,38,74,Suburban,"6,924","$47,354"
28041,8,33,71,89,Urban,0,
28042,3,18,45,74,Suburban,349,
28043,3,17,52,82,Urban,"20,796","$40,326"
28052,19,44,61,71,Urban,"36,012","$40,453"
28054,22,45,60,70,Urban,"38,875","$49,825"
28056,25,45,59,69,Urban,"35,032","$78,761"
28071,1,12,49,79,Suburban,"2,942","$64,805"
28072,7,34,71,90,Urban,833,"$51,250"
28073,4,16,50,75,Suburban,"6,604","$46,625"
28074,1,9,34,62,Suburban,0,
28075,23,39,58,85,Urban,"21,431","$121,734"
28076,4,17,57,82,Urban,175,
28077,9,31,55,68,Suburban,452,"$22,639"
28078,24,46,60,85,Urban,"67,234","$102,773"
28079,20,38,48,71,Urban,"40,013","$86,692"
28080,6,34,55,72,Suburban,"7,464","$66,695"
28081,17,41,65,88,Urban,"28,874","$57,867"
28083,13,34,69,90,Urban,"25,652","$51,504"
28086,14,41,61,81,Urban,"27,478","$52,575"
28088,11,37,71,88,Urban,"2,817","$58,555"
28089,2,9,39,78,Suburban,167,
28090,2,20,38,73,Suburban,"7,588","$44,126"
28091,0,4,15,55,Suburban,"1,787","$34,715"
28092,17,45,58,76,Urban,"40,772","$55,775"
28097,2,23,40,68,Suburban,"7,066","$54,195"
28098,24,46,61,69,Urban,"3,636","$46,250"
28101,29,46,60,68,Urban,951,"$91,875"
28102,1,3,14,46,Suburban,65,"$52,813"
28103,3,28,44,63,Urban,"10,490","$66,393"
28104,21,38,45,66,Urban,"33,962","$118,866"
28105,26,38,49,67,Urban,"44,377","$92,479"
28107,11,29,44,68,Suburban,"8,473","$89,979"
28108,6,23,40,52,Suburban,75,
28109,1,15,46,79,Suburban,665,"$26,260"
28110,14,32,47,69,Urban,"53,631","$75,541"
28112,7,28,45,67,Urban,"27,754","$61,111"
28114,3,10,39,77,Suburban,"8,180","$51,490"
28115,13,41,70,89,Urban,"41,633","$72,332"
28117,15,41,66,89,Urban,"45,346","$98,662"
28119,1,2,13,48,Suburban,"2,160","$44,141"
28120,27,46,59,74,Urban,"23,126","$64,717"
28124,5,20,46,80,Suburban,"6,313","$69,442"
28125,5,18,56,84,Suburban,"2,858","$72,336"
28127,1,11,41,75,Suburban,"7,518","$70,338"
28128,1,4,30,64,Suburban,"7,355","$60,063"
28129,2,16,40,65,Suburban,"5,738","$65,181"
28133,0,9,30,51,Suburban,"2,306","$56,636"
28134,26,41,52,69,Urban,"12,315","$59,580"
28135,0,6,29,54,Suburban,"4,668","$53,398"
28136,1,15,35,78,Suburban,63,
28137,1,14,45,78,Suburban,"2,975","$68,088"
28138,10,33,69,90,Urban,"9,814","$54,623"
28139,1,9,30,55,Suburban,"19,271","$45,605"
28144,7,36,67,89,Urban,"26,376","$44,986"
28146,6,33,69,90,Urban,"31,865","$58,389"
28147,9,32,73,89,Urban,"24,648","$54,068"
28150,8,30,61,86,Urban,"26,274","$41,022"
28152,3,13,40,77,Suburban,"25,256","$46,119"
28159,6,34,65,89,Urban,"2,963","$56,264"
28160,2,18,50,77,Urban,"3,866","$35,578"
28163,2,22,40,65,Suburban,"5,679","$68,411"
28164,19,47,60,76,Urban,"15,371","$69,201"
28166,9,37,68,89,Urban,"10,536","$73,269"
28167,2,7,31,56,Suburban,"2,443","$53,219"
28168,4,22,44,68,Suburban,"10,940","$56,828"
28169,6,21,52,69,Suburban,187,
28170,0,4,16,48,Suburban,"10,701","$34,163"
28173,17,33,45,67,Urban,"60,070","$135,541"
28174,6,27,45,63,Urban,"8,820","$57,346"
28202,33,41,55,75,Urban,"14,359","$93,150"
28203,31,40,54,74,Urban,"17,358","$91,567"
28204,32,41,55,75,Urban,"8,649","$72,500"
28205,29,42,56,77,Urban,"51,418","$61,525"
28206,29,41,56,77,Urban,"12,812","$37,299"
28207,30,40,54,73,Urban,"9,733","$192,500"
28208,30,42,53,70,Urban,"40,885","$44,711"
28209,31,40,52,71,Urban,"23,339","$84,113"
28210,28,41,51,71,Urban,"48,214","$79,403"
28211,29,41,51,73,Urban,"31,581","$101,827"
28212,29,42,54,77,Urban,"45,180","$44,747"
28213,29,42,55,80,Urban,"44,553","$49,714"
28214,27,43,55,73,Urban,"40,619","$72,302"
28215,24,40,54,77,Urban,"63,548","$55,578"
28216,29,45,57,74,Urban,"51,477","$53,462"
28217,32,42,53,70,Urban,"31,338","$55,075"
28223,24,42,55,83,Urban,"3,626",
28226,27,41,51,69,Urban,"38,347","$107,603"
28227,23,39,52,74,Urban,"58,524","$65,198"
28244,33,41,55,74,Urban,0,
28262,25,43,55,83,Urban,"43,664","$59,021"
28269,25,44,57,83,Urban,"78,353","$72,619"
28270,27,41,49,68,Urban,"34,583","$112,190"
28273,28,42,53,68,Urban,"44,048","$75,126"
28274,30,40,52,72,Urban,636,
28277,24,39,50,68,Urban,"71,321","$111,242"
28278,29,43,56,66,Urban,"34,272","$107,998"
28280,33,41,55,75,Urban,0,
28282,33,41,55,74,Urban,0,
28301,13,22,35,59,Urban,"16,365","$30,660"
28303,12,23,37,59,Urban,"29,842","$43,839"
28304,12,22,34,55,Urban,"35,829","$51,622"
28305,12,21,34,58,Urban,"5,843","$56,786"
28306,14,22,30,54,Urban,"44,230","$56,361"
28307,11,21,40,60,Urban,"14,721","$43,441"
28308,12,21,42,62,Urban,505,
28310,13,21,40,62,Urban,"8,737",
28311,12,23,43,60,Urban,"34,367","$51,420"
28312,7,15,29,53,Suburban,"19,654","$54,276"
28314,12,21,34,56,Urban,"58,218","$52,709"
28315,3,18,29,62,Urban,"13,254","$57,066"
28318,2,14,30,51,Suburban,"3,676","$47,321"
28320,1,5,17,27,Rural,"9,163","$53,269"
28323,4,20,37,57,Suburban,"4,199","$60,810"
28325,0,5,11,38,Rural,401,"$47,708"
28326,1,12,28,58,Suburban,"24,998","$72,545"
28327,1,9,27,63,Suburban,"18,514","$72,629"
28328,2,7,26,50,Suburban,"25,323","$42,777"
28330,3,7,29,60,Urban,550,
28331,12,22,43,59,Urban,32,"$32,000"
28332,2,10,22,36,Suburban,745,"$67,883"
28333,4,7,20,55,Suburban,"10,301","$34,228"
28334,3,28,49,60,Urban,"21,745","$43,576"
28337,1,7,21,36,Suburban,"8,643","$34,957"
28338,1,4,19,45,Suburban,"3,914","$56,200"
28339,7,31,49,64,Urban,"6,571","$45,793"
28340,3,9,21,41,Suburban,"9,373","$32,403"
28341,0,4,11,36,Rural,"3,954","$47,367"
28342,2,16,38,55,Suburban,147,"$106,250"
28343,2,6,23,33,Suburban,"1,758","$41,000"
28344,2,15,38,54,Suburban,"4,897","$41,612"
28345,3,9,28,52,Urban,"11,336","$33,410"
28347,2,7,23,35,Suburban,"2,057","$34,767"
28348,13,21,28,52,Urban,"38,367","$60,875"
28349,0,4,13,28,Rural,"3,564","$42,117"
28350,1,14,27,56,Suburban,299,"$121,516"
28351,2,7,23,34,Suburban,"4,593","$40,190"
28352,3,17,29,39,Urban,"24,497","$38,453"
28355,1,14,40,64,Suburban,0,
28356,5,18,38,54,Suburban,"5,110","$55,472"
28357,9,17,25,32,Suburban,"2,398","$43,750"
28358,5,19,25,47,Urban,"34,419","$41,250"
28359,4,19,25,46,Urban,852,
28360,5,19,29,42,Urban,"14,426","$44,391"
28362,1,6,20,42,Suburban,43,"$28,750"
28363,1,7,23,36,Suburban,977,"$40,139"
28364,2,13,24,33,Suburban,"13,504","$35,321"
28365,0,5,15,43,Rural,"14,844","$47,972"
28366,0,10,35,56,Suburban,"5,195","$54,873"
28367,1,4,18,52,Suburban,190,"$38,500"
28368,3,16,35,55,Suburban,132,"$68,542"
28369,2,8,19,41,Suburban,"2,193","$36,116"
28371,9,18,25,37,Suburban,"5,253","$44,407"
28372,4,15,23,34,Suburban,"12,553","$30,116"
28373,3,18,28,59,Urban,"2,544","$70,625"
28374,3,18,32,71,Urban,"18,642","$94,146"
28375,2,8,19,41,Suburban,217,"$62,935"
28376,13,20,28,49,Urban,"43,520","$55,820"
28377,4,17,24,35,Suburban,"11,670","$31,990"
28378,10,18,25,32,Suburban,62,
28379,3,8,28,57,Urban,"24,624","$40,476"
28382,2,11,25,42,Suburban,"7,480","$63,264"
28383,2,7,24,33,Suburban,"6,839","$35,035"
28384,6,17,24,30,Suburban,"9,605","$37,181"
28385,2,11,27,49,Suburban,"1,923","$61,875"
28386,6,17,24,33,Suburban,"5,234","$28,173"
28387,5,18,33,70,Urban,"15,158","$65,558"
28390,13,20,44,61,Urban,"24,726","$49,129"
28391,4,16,25,49,Suburban,"6,289","$70,545"
28392,4,15,23,31,Suburban,"1,829","$31,250"
28393,1,4,19,47,Suburban,"2,024","$34,088"
28394,2,14,28,57,Suburban,"5,065","$62,113"
28395,5,15,31,52,Suburban,"2,091","$66,333"
28396,2,14,22,38,Suburban,"2,277","$50,875"
28398,0,9,16,48,Suburban,"6,663","$32,270"
28399,1,15,21,38,Suburban,"1,645","$41,515"
28401,6,9,16,24,Urban,"22,167","$40,555"
28403,6,9,15,21,Urban,"39,745","$47,422"
28405,6,9,16,21,Urban,"34,044","$59,062"
28409,6,8,13,21,Urban,"34,273","$95,772"
28411,6,9,15,24,Urban,"35,903","$82,718"
28412,5,8,12,25,Urban,"40,407","$60,758"
28420,1,6,19,28,Suburban,"3,182","$47,976"
28421,1,6,15,31,Suburban,"2,020","$55,987"
28422,2,6,12,22,Suburban,"8,002","$58,315"
28423,0,4,16,31,Suburban,"2,631","$41,213"
28424,1,4,18,40,Suburban,41,"$43,750"
28425,2,7,15,23,Suburban,"10,424","$56,436"
28428,5,8,11,23,Urban,"6,754","$78,173"
28429,6,9,16,25,Urban,"8,509","$57,570"
28430,1,7,18,42,Suburban,"1,961","$54,698"
28431,1,7,17,44,Suburban,"6,002","$31,949"
28432,1,5,20,40,Suburban,"1,370","$59,722"
28433,1,5,20,38,Suburban,"4,449","$33,712"
28434,1,2,19,37,Suburban,614,"$60,313"
28435,1,7,15,25,Suburban,"2,076","$34,286"
28436,1,8,13,30,Suburban,"1,731","$57,083"
28438,1,8,22,46,Suburban,"1,282","$47,500"
28439,0,6,19,41,Suburban,"1,003","$30,479"
28441,2,4,19,40,Suburban,"3,552","$40,000"
28442,1,3,20,40,Suburban,"1,464","$52,950"
28443,2,8,13,20,Suburban,"24,427","$80,742"
28444,0,5,18,39,Suburban,"2,233","$58,611"
28445,1,10,13,21,Suburban,"9,162","$72,400"
28447,0,5,17,37,Suburban,"1,673","$42,853"
28448,0,1,11,23,Rural,721,"$25,161"
28449,4,7,12,24,Urban,"2,176","$95,114"
28450,1,4,18,35,Suburban,"2,056","$57,019"
28451,5,10,14,30,Urban,"38,490","$67,224"
28452,2,7,19,27,Suburban,427,"$56,500"
28453,0,2,14,26,Rural,"3,811","$43,547"
28454,7,12,23,33,Urban,"2,490","$54,443"
28455,1,7,20,28,Suburban,"2,384","$49,225"
28456,0,8,14,32,Suburban,"3,824","$38,167"
28457,3,8,13,23,Suburban,"10,021","$53,746"
28458,1,5,18,36,Suburban,"5,636","$38,134"
28460,1,7,17,20,Suburban,"10,543","$73,097"
28461,4,6,12,23,Urban,"22,024","$73,062"
28462,2,6,15,24,Suburban,"12,051","$49,194"
28463,1,7,19,35,Suburban,"7,443","$33,125"
28464,1,5,18,36,Suburban,"2,490","$31,891"
28465,4,7,14,22,Urban,"7,768","$84,519"
28466,2,6,18,34,Suburban,"7,689","$53,285"
28467,4,14,20,29,Urban,"12,110","$66,250"
28468,3,15,20,28,Urban,"4,729","$67,396"
28469,3,14,20,28,Urban,"7,563","$69,797"
28470,3,11,21,29,Urban,"10,577","$49,397"
28472,1,4,16,41,Suburban,"18,272","$38,735"
28478,2,5,14,33,Suburban,"5,115","$55,689"
28479,6,8,13,30,Urban,"6,568","$65,833"
28480,5,8,14,22,Urban,"2,655","$110,481"
28501,1,17,29,40,Urban,"18,365","$30,855"
28504,5,17,28,43,Urban,"20,166","$45,962"
28508,0,5,12,28,Rural,"2,016","$50,184"
28509,0,1,7,15,Rural,0,
28510,2,7,12,19,Suburban,"1,481","$55,500"
28511,0,0,4,7,Rural,653,"$44,605"
28512,3,7,11,15,Urban,"3,320","$72,059"
28513,7,15,25,34,Urban,"9,441","$52,813"
28515,1,4,8,19,Rural,"3,097","$27,703"
28516,3,7,10,14,Urban,"11,365","$49,183"
28518,0,4,12,29,Rural,"7,340","$53,236"
28519,4,16,19,29,Urban,431,"$41,875"
28520,0,0,6,8,Suburban,248,"$60,257"
28521,0,5,11,23,Rural,"1,585","$52,255"
28523,1,11,23,30,Suburban,"2,568","$42,014"
28524,0,3,7,10,Suburban,223,"$63,750"
28525,1,9,23,39,Suburban,"2,687","$41,571"
28526,0,10,23,32,Suburban,"2,738","$39,444"
28527,4,15,23,29,Urban,"1,075","$44,079"
28528,0,3,7,11,Suburban,599,"$46,607"
28529,3,6,14,19,Suburban,"1,723","$55,833"
28530,4,12,23,32,Suburban,"6,454","$33,314"
28531,1,3,7,11,Suburban,"1,250","$60,500"
28532,7,10,13,24,Urban,"20,279","$57,516"
28533,7,10,14,24,Urban,"3,298",
28537,0,1,6,13,Rural,39,
28538,2,12,22,34,Suburban,"2,326","$53,648"
28539,4,10,15,23,Suburban,"16,872","$53,946"
28540,5,14,23,33,Urban,"51,253","$52,263"
28542,6,12,19,33,Urban,"3,056","$107,685"
28543,5,13,20,32,Urban,"6,946","$37,952"
28544,5,12,18,30,Urban,"5,691","$60,000"
28546,5,14,18,31,Urban,"49,170","$52,154"
28547,5,14,19,31,Urban,"19,917","$63,438"
28551,4,8,23,41,Suburban,"14,299","$50,417"
28552,0,1,5,14,Rural,258,"$53,242"
28553,0,3,7,10,Suburban,381,
28554,4,14,21,35,Suburban,68,
28555,2,11,20,27,Suburban,"5,105","$52,746"
28556,0,2,7,16,Rural,761,"$73,750"
28557,4,9,11,18,Urban,"14,880","$60,657"
28560,4,13,19,27,Urban,"29,097","$54,656"
28562,4,18,23,31,Urban,"37,447","$67,307"
28570,4,10,12,23,Urban,"20,857","$63,882"
28571,1,6,10,19,Suburban,"2,527","$59,830"
28572,0,2,14,30,Rural,"6,680","$52,700"
28573,2,11,19,27,Suburban,"1,630","$43,625"
28574,4,8,19,31,Suburban,"19,231","$52,469"
28575,4,10,12,21,Urban,201,"$106,250"
28577,0,0,4,7,Rural,287,"$95,048"
28578,4,6,21,43,Suburban,"5,703","$56,733"
28579,0,3,7,11,Suburban,826,"$71,354"
28580,4,12,21,41,Suburban,"12,228","$41,704"
28581,0,3,7,10,Suburban,136,
28582,2,10,13,24,Suburban,"1,750","$62,583"
28584,1,9,12,18,Suburban,"14,231","$68,344"
28585,0,10,22,31,Suburban,"3,714","$49,375"
28586,1,10,23,28,Suburban,"7,181","$36,070"
28587,0,1,7,16,Rural,231,"$35,341"
28589,0,3,7,10,Suburban,38,
28590,6,15,25,34,Urban,"24,763","$74,726"
28594,4,10,12,23,Urban,"3,844","$87,794"
28601,11,26,49,77,Urban,"52,423","$60,277"
28602,13,28,54,78,Urban,"29,463","$49,008"
28604,0,2,16,28,Rural,"7,697","$59,250"
28605,1,4,15,27,Rural,"3,792","$64,855"
28606,3,13,21,52,Suburban,"1,704","$39,766"
28607,2,13,26,43,Urban,"33,813","$43,542"
28609,6,21,50,76,Suburban,"5,630","$59,710"
28610,6,19,43,75,Suburban,"11,076","$65,461"
28611,2,10,20,40,Suburban,251,"$21,500"
28612,11,23,39,75,Urban,"11,954","$48,140"
28613,11,29,54,78,Urban,"23,355","$51,952"
28615,1,3,14,33,Suburban,"1,723","$45,230"
28616,1,9,23,35,Suburban,152,"$98,750"
28617,1,4,12,33,Suburban,"1,821","$35,778"
28618,2,6,19,34,Suburban,"2,562","$56,378"
28619,10,19,34,74,Urban,428,"$45,000"
28621,2,7,20,50,Suburban,"9,842","$53,535"
28622,0,4,14,29,Rural,"2,605","$36,914"
28623,0,3,7,24,Rural,"1,703","$46,250"
28624,3,12,18,39,Suburban,"1,412","$48,348"
28625,1,15,43,76,Suburban,"37,480","$55,299"
28626,2,4,20,31,Suburban,"2,948","$56,411"
28627,0,3,7,27,Rural,"1,248","$39,479"
28628,7,18,35,68,Urban,49,"$81,364"
28629,1,3,17,34,Suburban,0,
28630,11,22,42,80,Urban,"20,808","$58,181"
28631,1,3,11,31,Suburban,"1,044",
28634,2,15,41,76,Suburban,"4,779","$58,148"
28635,1,6,21,42,Suburban,"3,240","$39,250"
28636,3,15,37,68,Suburban,"4,133","$50,036"
28637,13,27,47,76,Urban,"1,572","$44,014"
28638,11,18,34,75,Urban,"11,838","$52,013"
28640,1,3,13,31,Suburban,"4,680","$43,606"
28641,1,8,23,41,Suburban,48,
28642,1,13,29,57,Suburban,"5,293","$40,179"
28643,1,3,12,32,Suburban,"4,231","$44,005"
28644,0,2,9,23,Rural,"1,185","$35,577"
28645,9,17,30,62,Urban,"46,214","$44,563"
28646,0,4,15,29,Rural,414,"$69,489"
28649,1,5,18,37,Suburban,"1,183","$38,644"
28650,7,24,52,71,Suburban,"11,662","$56,859"
28651,1,8,19,40,Suburban,"5,717","$45,219"
28652,0,4,14,30,Rural,154,"$65,545"
28653,0,3,14,29,Rural,21,
28654,2,14,24,54,Suburban,"2,850","$43,571"
28655,9,18,39,67,Urban,"55,752","$45,725"
28657,0,2,14,31,Rural,"8,226","$43,762"
28658,14,37,63,79,Urban,"26,578","$59,324"
28659,3,16,34,66,Urban,"21,601","$48,097"
28660,1,12,38,71,Suburban,"2,232","$62,188"
28662,0,5,14,31,Rural,52,
28663,0,1,8,17,Rural,677,"$36,532"
28664,1,9,20,36,Suburban,167,"$58,300"
28665,1,9,19,41,Suburban,"2,656","$37,500"
28666,12,25,42,75,Urban,90,
28667,11,22,43,79,Urban,200,"$27,500"
28668,0,4,7,30,Rural,180,
28669,2,6,26,44,Suburban,"2,723","$46,150"
28670,1,6,28,54,Suburban,"2,965","$55,786"
28671,10,23,36,72,Urban,376,"$46,083"
28672,0,1,7,22,Rural,152,
28673,5,27,55,72,Suburban,"6,425","$87,832"
28675,0,3,8,22,Rural,"6,527","$37,558"
28676,1,5,19,48,Suburban,"3,121","$46,094"
28677,9,33,66,90,Urban,"35,231","$48,670"
28678,3,16,42,70,Suburban,"5,706","$65,096"
28679,0,2,14,27,Rural,"2,313","$49,276"
28681,4,12,25,60,Suburban,"26,297","$52,440"
28682,3,32,57,75,Suburban,"1,342","$84,737"
28683,1,4,19,42,Suburban,"1,355","$34,554"
28684,2,4,17,32,Suburban,"1,703","$54,271"
28685,1,5,23,39,Suburban,"1,984","$39,464"
28689,1,9,33,68,Suburban,"2,685","$62,969"
28690,9,20,35,73,Urban,"9,211","$60,079"
28692,0,2,14,27,Rural,"4,456","$40,982"
28693,1,4,14,33,Suburban,"1,515","$40,509"
28694,1,3,15,30,Suburban,"6,861","$44,456"
28697,3,15,33,65,Urban,"13,766","$46,331"
28698,0,2,12,28,Rural,"2,594","$47,074"
28701,3,7,14,38,Suburban,"4,993","$76,939"
28702,0,2,9,22,Rural,630,"$40,694"
28704,6,10,33,54,Urban,"21,608","$71,026"
28705,0,4,14,27,Rural,"6,871","$47,363"
28707,2,4,13,35,Suburban,580,"$49,018"
28708,0,3,20,32,Rural,168,"$35,778"
28709,2,8,18,35,Suburban,"2,588","$58,924"
28710,5,7,23,40,Suburban,0,
28711,6,10,30,61,Urban,"12,639","$61,915"
28712,1,11,30,38,Suburban,"19,777","$59,327"
28713,0,2,9,21,Rural,"8,661","$53,427"
28714,1,7,18,35,Suburban,"16,441","$46,479"
28715,7,8,25,50,Urban,"27,885","$62,533"
28716,6,9,22,52,Urban,"17,701","$50,635"
28717,0,2,10,35,Rural,"1,253","$67,464"
28718,1,15,32,40,Suburban,393,"$62,952"
28719,0,3,6,27,Rural,"6,901","$41,905"
28720,0,6,17,38,Rural,149,"$55,625"
28721,1,12,19,51,Urban,"9,890","$51,250"
28722,0,17,30,52,Suburban,"6,320","$49,437"
28723,3,5,22,51,Urban,"10,764","$39,356"
28725,3,6,19,50,Urban,83,
28726,5,22,34,53,Urban,"3,904","$49,310"
28729,5,19,33,47,Urban,"3,281","$85,083"
28730,4,7,18,43,Suburban,"8,532","$69,474"
28731,5,23,34,54,Urban,"8,779","$66,099"
28732,6,13,33,54,Urban,"18,275","$67,167"
28733,0,0,9,24,Rural,73,
28734,1,3,11,33,Suburban,"28,676","$44,181"
28735,4,8,22,45,Suburban,224,
28736,0,3,8,29,Rural,878,"$58,333"
28739,6,20,36,48,Urban,"21,454","$64,101"
28740,0,3,15,26,Rural,"1,638","$44,176"
28741,0,3,10,29,Rural,"3,917","$61,913"
28742,4,8,24,44,Suburban,"3,078","$56,563"
28743,0,4,22,32,Suburban,"2,424","$52,045"
28745,2,10,20,50,Urban,394,"$60,707"
28746,0,6,15,41,Rural,"2,652","$61,654"
28747,0,3,19,33,Rural,"2,198","$38,920"
28748,3,7,13,38,Suburban,"11,885","$45,926"
28749,1,3,15,31,Rural,111,
28751,2,4,13,31,Suburban,"3,964","$53,317"
28752,4,13,33,63,Urban,"30,989","$51,493"
28753,1,7,20,30,Suburban,"9,449","$50,691"
28754,2,12,26,41,Urban,"9,655","$50,654"
28755,0,2,14,26,Rural,0,
28756,1,10,31,54,Suburban,"3,657","$49,444"
28757,7,11,27,60,Urban,343,
28758,5,17,34,52,Urban,0,
28759,5,7,23,40,Suburban,"7,543","$69,368"
28761,3,8,26,52,Suburban,"6,954","$46,724"
28762,1,10,16,49,Suburban,"6,523","$49,524"
28763,2,3,14,35,Suburban,"2,611","$73,750"
28766,2,14,30,39,Suburban,"1,101","$66,500"
28768,2,9,24,40,Suburban,"7,302","$60,795"
28770,6,11,31,60,Urban,0,
28771,0,1,8,25,Rural,"7,476","$41,176"
28772,0,2,24,33,Rural,"1,057","$44,922"
28773,1,15,30,44,Suburban,"2,976","$62,546"
28774,0,3,16,34,Rural,"1,225","$106,683"
28775,2,3,14,36,Suburban,572,"$82,563"
28777,1,5,20,36,Suburban,"10,318","$50,680"
28778,6,10,29,62,Urban,"10,771","$54,216"
28779,3,5,19,50,Urban,"18,377","$52,140"
28781,0,3,13,28,Suburban,967,"$39,875"
28782,1,18,28,47,Suburban,"6,329","$57,103"
28783,0,4,10,29,Rural,"1,535","$49,839"
28785,1,5,18,28,Suburban,"8,183","$54,972"
28786,3,10,20,50,Urban,"21,526","$51,561"
28787,4,11,21,52,Urban,"23,188","$60,734"
28788,3,5,21,52,Urban,151,"$68,750"
28789,2,3,12,36,Suburban,"6,957","$36,483"
28790,2,17,30,43,Suburban,"3,313","$87,728"
28791,5,19,33,50,Urban,"15,067","$69,855"
28792,5,21,34,51,Urban,"35,181","$49,037"
28801,5,9,25,56,Urban,"14,395","$44,860"
28803,6,9,29,57,Urban,"34,036","$60,290"
28804,5,9,22,57,Urban,"24,854","$72,575"
28805,5,9,24,58,Urban,"20,147","$54,911"
28806,6,9,26,54,Urban,"44,733","$54,597"
