zip,ruca,city,state_name,population,county,median_household_income
69360,Rural,Rushville,Nebraska,"1,348",Sheridan,"$44,259"
69361,Urban,Scottsbluff,Nebraska,"17,370",Sioux,"$51,973"
69365,Rural,Whiteclay,Nebraska,0,Sheridan,
69366,Rural,Whitman,Nebraska,354,Cherry,"$80,658"
69367,Rural,Whitney,Nebraska,218,Dawes,"$76,786"
70001,Urban,Metairie,Louisiana,"40,589",Jefferson,"$63,435"
70002,Urban,Metairie,Louisiana,"19,359",Jefferson,"$64,513"
70003,Urban,Metairie,Louisiana,"39,198",Jefferson,"$67,910"
70005,Urban,Metairie,Louisiana,"24,507",Jefferson,"$74,819"
70006,Urban,Metairie,Louisiana,"15,455",Jefferson,"$58,000"
70030,Urban,Des Allemands,Louisiana,"3,927",St. Charles,"$76,438"
70031,Urban,Ama,Louisiana,"1,229",St. Charles,"$50,227"
70032,Urban,Arabi,Louisiana,"4,080",St. Bernard,"$51,157"
70036,Suburban,Barataria,Louisiana,931,Jefferson,"$51,106"
70037,Urban,Belle Chasse,Louisiana,"17,120",Plaquemines,"$75,752"
70038,Suburban,Boothville,Louisiana,13,Plaquemines,
70039,Urban,Boutte,Louisiana,"2,189",St. Charles,"$72,925"
70040,Suburban,Braithwaite,Louisiana,"1,131",Plaquemines,
70041,Suburban,Buras,Louisiana,"2,461",Plaquemines,"$33,750"
70043,Urban,Chalmette,Louisiana,"21,981",St. Bernard,"$49,047"
70047,Urban,Destrehan,Louisiana,"13,288",St. Charles,"$91,236"
70049,Suburban,Edgard,Louisiana,"1,290",St. John the Baptist,"$58,802"
70050,Suburban,Empire,Louisiana,14,Plaquemines,
70051,Suburban,Garyville,Louisiana,"1,960",St. John the Baptist,"$90,379"
70052,Suburban,Gramercy,Louisiana,"3,157",St. James,"$73,333"
70053,Urban,Gretna,Louisiana,"16,842",Jefferson,"$41,275"
70056,Urban,Gretna,Louisiana,"41,650",Jefferson,"$60,108"
70057,Urban,Hahnville,Louisiana,"4,868",St. Charles,"$57,574"
70058,Urban,Harvey,Louisiana,"40,637",Jefferson,"$56,023"
70062,Urban,Kenner,Louisiana,"17,422",Jefferson,"$46,039"
70065,Urban,Kenner,Louisiana,"50,517",Jefferson,"$62,862"
70067,Suburban,Lafitte,Louisiana,"3,152",Jefferson,"$54,352"
70068,Urban,La Place,Louisiana,"33,803",St. John the Baptist,"$65,601"
70070,Urban,Luling,Louisiana,"14,142",St. Charles,"$75,403"
70071,Suburban,Lutcher,Louisiana,"3,200",St. James,"$44,792"
70072,Urban,Marrero,Louisiana,"56,139",Jefferson,"$53,226"
70075,Urban,Meraux,Louisiana,"5,106",St. Bernard,"$63,723"
70076,Suburban,Mount Airy,Louisiana,66,St. John the Baptist,"$49,583"
70079,Urban,Norco,Louisiana,"2,825",St. Charles,"$66,360"
70080,Urban,Paradis,Louisiana,745,St. Charles,"$60,750"
70082,Suburban,Pointe A La Hache,Louisiana,340,Plaquemines,"$11,148"
70083,Suburban,Port Sulphur,Louisiana,"2,346",Plaquemines,"$41,994"
70084,Urban,Reserve,Louisiana,"6,071",St. John the Baptist,"$45,701"
70085,Urban,Saint Bernard,Louisiana,"4,739",St. Bernard,"$42,294"
70086,Suburban,Saint James,Louisiana,"1,963",St. James,"$42,800"
70087,Urban,Saint Rose,Louisiana,"7,581",St. Charles,"$55,220"
70090,Suburban,Vacherie,Louisiana,"7,380",St. James,"$51,448"
70091,Suburban,Venice,Louisiana,351,Plaquemines,
70092,Urban,Violet,Louisiana,"7,675",St. Bernard,"$63,971"
70094,Urban,Westwego,Louisiana,"32,420",Jefferson,"$41,909"
70112,Urban,New Orleans,Louisiana,"3,869",Orleans,"$32,654"
70113,Urban,New Orleans,Louisiana,"8,427",Orleans,"$26,189"
70114,Urban,New Orleans,Louisiana,"21,911",Orleans,"$31,779"
70115,Urban,New Orleans,Louisiana,"34,261",Orleans,"$80,672"
70116,Urban,New Orleans,Louisiana,"10,901",Orleans,"$41,077"
70117,Urban,New Orleans,Louisiana,"27,009",Orleans,"$33,374"
70118,Urban,New Orleans,Louisiana,"35,699",Orleans,"$54,046"
70119,Urban,New Orleans,Louisiana,"36,969",Orleans,"$42,922"
70121,Urban,New Orleans,Louisiana,"11,648",Jefferson,"$52,298"
70122,Urban,New Orleans,Louisiana,"35,886",Orleans,"$41,309"
70123,Urban,New Orleans,Louisiana,"28,078",Jefferson,"$73,668"
70124,Urban,New Orleans,Louisiana,"19,578",Orleans,"$104,563"
70125,Urban,New Orleans,Louisiana,"19,264",Orleans,"$52,307"
70126,Urban,New Orleans,Louisiana,"31,168",Orleans,"$31,235"
70127,Urban,New Orleans,Louisiana,"25,177",Orleans,"$28,283"
70128,Urban,New Orleans,Louisiana,"22,307",Orleans,"$39,400"
70129,Urban,New Orleans,Louisiana,"10,696",Orleans,"$39,354"
70130,Urban,New Orleans,Louisiana,"13,478",Orleans,"$65,778"
70131,Urban,New Orleans,Louisiana,"27,160",Orleans,"$56,464"
70139,Urban,New Orleans,Louisiana,0,Orleans,
70148,Urban,New Orleans,Louisiana,214,Orleans,"$2,499"
70163,Urban,New Orleans,Louisiana,0,Orleans,
70301,Urban,Thibodaux,Louisiana,"46,063",Lafourche,"$57,969"
70310,Urban,Thibodaux,Louisiana,445,Lafourche,
70339,Suburban,Pierre Part,Louisiana,"4,630",Assumption,"$39,043"
70340,Urban,Amelia,Louisiana,140,St. Mary,
70341,Suruban,Belle Rose,Louisiana,"3,863",Assumption,"$37,921"
70342,Urban,Berwick,Louisiana,"4,871",St. Mary,"$47,964"
70343,Urban,Bourg,Louisiana,"4,772",Lafourche,"$68,345"
70344,Urban,Chauvin,Louisiana,"5,795",Terrebonne,"$55,484"
70345,Urban,Cut Off,Louisiana,"9,250",Lafourche,"$66,910"
70346,Suruban,Donaldsonville,Louisiana,"10,081",Ascension,"$28,565"
70352,Suburban,Donner,Louisiana,411,Terrebonne,"$113,750"
70353,Urban,Dulac,Louisiana,812,Terrebonne,"$32,537"
70354,Urban,Galliano,Louisiana,"4,004",Lafourche,"$48,216"
70355,Urban,Gheens,Louisiana,"1,219",Lafourche,"$63,393"
70356,Suburban,Gibson,Louisiana,"1,621",Terrebonne,"$41,633"
70357,Urban,Golden Meadow,Louisiana,"2,789",Lafourche,"$47,742"
70358,Suburban,Grand Isle,Louisiana,858,Jefferson,
70359,Urban,Gray,Louisiana,"9,698",Terrebonne,"$47,986"
70360,Urban,Houma,Louisiana,"29,224",Terrebonne,"$75,650"
70363,Urban,Houma,Louisiana,"25,971",Terrebonne,"$39,421"
70364,Urban,Houma,Louisiana,"29,176",Terrebonne,"$67,261"
70372,Urban,Labadieville,Louisiana,"2,047",Assumption,"$38,864"
70373,Urban,Larose,Louisiana,"6,455",Lafourche,"$63,105"
70374,Urban,Lockport,Louisiana,"6,628",Lafourche,"$58,315"
70375,Urban,Mathews,Louisiana,145,Lafourche,"$62,321"
70377,Urban,Montegut,Louisiana,"3,843",Terrebonne,"$48,606"
70380,Urban,Morgan City,Louisiana,"21,040",St. Mary,"$41,075"
70390,Urban,Napoleonville,Louisiana,"7,443",Assumption,"$50,827"
70391,Suruban,Paincourtville,Louisiana,259,Assumption,
70392,Urban,Patterson,Louisiana,"8,595",St. Mary,"$51,204"
70393,Suruban,Plattenville,Louisiana,138,Assumption,"$46,250"
70394,Urban,Raceland,Louisiana,"14,812",Lafourche,"$46,807"
70395,Urban,Schriever,Louisiana,"4,019",Terrebonne,"$83,023"
70397,Suburban,Theriot,Louisiana,867,Terrebonne,"$82,212"
70401,Urban,Hammond,Louisiana,"19,984",Tangipahoa,"$42,950"
70402,Urban,Hammond,Louisiana,"1,631",Tangipahoa,
70403,Urban,Hammond,Louisiana,"30,510",Tangipahoa,"$49,675"
70420,Suburban,Abita Springs,Louisiana,"8,378",St. Tammany,"$69,183"
70422,Suburban,Amite,Louisiana,"11,730",Tangipahoa,"$43,171"
70426,Suburban,Angie,Louisiana,"6,407",Washington,"$37,917"
70427,Urban,Bogalusa,Louisiana,"18,081",Washington,"$37,611"
70431,Suburban,Bush,Louisiana,"5,070",St. Tammany,"$45,273"
70433,Urban,Covington,Louisiana,"39,957",St. Tammany,"$71,772"
70435,Suburban,Covington,Louisiana,"19,702",St. Tammany,"$79,625"
70436,Suburban,Fluker,Louisiana,467,Tangipahoa,
70437,Suburban,Folsom,Louisiana,"7,794",St. Tammany,"$64,036"
70438,Suburban,Franklinton,Louisiana,"19,718",Washington,"$42,393"
70441,Suburban,Greensburg,Louisiana,"6,381",St. Helena,"$39,761"
70442,Suburban,Husser,Louisiana,385,Tangipahoa,"$98,087"
70443,Rural,Independence,Louisiana,"8,223",Tangipahoa,"$40,665"
70444,Suburban,Kentwood,Louisiana,"10,456",Tangipahoa,"$34,971"
70445,Urban,Lacombe,Louisiana,"10,151",St. Tammany,"$62,607"
70446,Suburban,Loranger,Louisiana,"7,434",Tangipahoa,"$58,933"
70447,Urban,Madisonville,Louisiana,"17,141",St. Tammany,"$117,363"
70448,Urban,Mandeville,Louisiana,"26,485",St. Tammany,"$82,560"
70449,Suburban,Maurepas,Louisiana,"2,738",Livingston,"$66,051"
70450,Suburban,Mount Hermon,Louisiana,"2,648",Washington,"$50,125"
70451,Urban,Natalbany,Louisiana,79,Tangipahoa,
70452,Urban,Pearl River,Louisiana,"12,948",St. Tammany,"$59,622"
70453,Suburban,Pine Grove,Louisiana,674,St. Helena,"$65,232"
70454,Urban,Ponchatoula,Louisiana,"30,869",Tangipahoa,"$58,581"
70455,Suburban,Robert,Louisiana,"1,930",Tangipahoa,
70456,Suburban,Roseland,Louisiana,"3,011",Tangipahoa,"$53,145"
70457,Suburban,Saint Benedict,Louisiana,143,St. Tammany,
70458,Urban,Slidell,Louisiana,"38,748",St. Tammany,"$63,478"
70460,Urban,Slidell,Louisiana,"21,709",St. Tammany,"$54,211"
70461,Urban,Slidell,Louisiana,"32,042",St. Tammany,"$73,554"
70462,Suburban,Springfield,Louisiana,"4,724",Livingston,"$45,166"
70463,Suburban,Sun,Louisiana,119,St. Tammany,"$22,981"
70464,Suburban,Talisheek,Louisiana,249,St. Tammany,
70465,Rural,Tangipahoa,Louisiana,543,Tangipahoa,"$18,690"
70466,Urban,Tickfaw,Louisiana,"10,757",Tangipahoa,"$57,015"
70471,Urban,Mandeville,Louisiana,"21,949",St. Tammany,"$85,746"
70501,Urban,Lafayette,Louisiana,"27,944",Lafayette,"$28,067"
70503,Urban,Lafayette,Louisiana,"29,710",Lafayette,"$83,063"
70506,Urban,Lafayette,Louisiana,"40,304",Lafayette,"$49,945"
70507,Urban,Lafayette,Louisiana,"18,398",Lafayette,"$63,125"
70508,Urban,Lafayette,Louisiana,"39,895",Lafayette,"$80,262"
70510,Suburban,Abbeville,Louisiana,"24,609",Vermilion,"$50,628"
70512,Suburban,Arnaudville,Louisiana,"10,100",St. Landry,"$46,237"
70513,Urban,Avery Island,Louisiana,128,Iberia,"$86,786"
70514,Urban,Baldwin,Louisiana,"1,798",St. Mary,"$29,575"
70515,Suburban,Basile,Louisiana,"3,931",Acadia,"$32,115"
70516,Suburban,Branch,Louisiana,"1,230",Acadia,"$49,426"
70517,Suburban,Breaux Bridge,Louisiana,"26,813",St. Martin,"$47,882"
70518,Urban,Broussard,Louisiana,"15,620",Lafayette,"$80,015"
70519,Suburban,Cade,Louisiana,85,St. Martin,
70520,Urban,Carencro,Louisiana,"20,352",Lafayette,"$57,024"
70522,Urban,Centerville,Louisiana,708,St. Mary,
70523,Urban,Charenton,Louisiana,604,St. Mary,"$74,325"
70524,Suburban,Chataignier,Louisiana,215,Evangeline,"$36,429"
70525,Suburban,Church Point,Louisiana,"14,870",Acadia,"$47,674"
70526,Urban,Crowley,Louisiana,"17,275",Acadia,"$34,404"
70528,Suburban,Delcambre,Louisiana,"2,540",Iberia,"$55,909"
70529,Urban,Duson,Louisiana,"13,437",Lafayette,"$59,167"
70531,Suburban,Egan,Louisiana,"2,054",Acadia,"$81,088"
70532,Suburban,Elton,Louisiana,"2,696",Jefferson Davis,"$42,852"
70533,Suburban,Erath,Louisiana,"7,170",Vermilion,"$53,533"
70534,Suburban,Estherwood,Louisiana,597,Acadia,"$40,714"
70535,Urban,Eunice,Louisiana,"16,827",Acadia,"$40,805"
70537,Rural,Evangeline,Louisiana,420,Acadia,"$53,929"
70538,Urban,Franklin,Louisiana,"13,462",St. Mary,"$40,304"
70541,Suruban,Grand Coteau,Louisiana,805,St. Landry,
70542,Suburban,Gueydan,Louisiana,"3,288",Vermilion,"$70,278"
70543,Suburban,Iota,Louisiana,"3,933",Acadia,"$65,357"
70544,Suburban,Jeanerette,Louisiana,"10,394",Iberia,"$49,143"
70546,Suburban,Jennings,Louisiana,"16,428",Jefferson Davis,"$43,535"
70548,Suburban,Kaplan,Louisiana,"9,309",Vermilion,"$54,246"
70549,Suburban,Lake Arthur,Louisiana,"3,399",Jefferson Davis,"$32,451"
70550,Suburban,Lawtell,Louisiana,0,St. Landry,
70551,Suruban,Leonville,Louisiana,731,St. Landry,"$36,130"
70552,Suburban,Loreauville,Louisiana,"1,026",Iberia,"$39,250"
70554,Suburban,Mamou,Louisiana,"5,382",Evangeline,"$23,837"
70555,Suburban,Maurice,Louisiana,"8,181",Vermilion,"$63,668"
70556,Suburban,Mermentau,Louisiana,804,Acadia,"$100,122"
70558,Urban,Milton,Louisiana,24,Lafayette,
70559,Suburban,Morse,Louisiana,"2,908",Acadia,"$57,969"
70560,Urban,New Iberia,Louisiana,"38,102",Iberia,"$44,371"
70563,Urban,New Iberia,Louisiana,"20,009",Iberia,"$66,471"
70570,Suruban,Opelousas,Louisiana,"38,236",St. Landry,"$42,391"
70575,Suburban,Perry,Louisiana,0,Vermilion,
70576,Rural,Pine Prairie,Louisiana,"1,489",Evangeline,"$37,799"
70577,Suburban,Port Barre,Louisiana,"4,138",St. Landry,"$46,558"
70578,Suburban,Rayne,Louisiana,"17,071",Acadia,"$53,750"
70580,Suburban,Reddell,Louisiana,172,Evangeline,"$50,452"
70581,Suburban,Roanoke,Louisiana,901,Jefferson Davis,
70582,Suburban,Saint Martinville,Louisiana,"19,855",St. Martin,"$46,153"
70583,Urban,Scott,Louisiana,"9,674",Lafayette,"$52,554"
70584,Suburban,Sunset,Louisiana,"7,507",St. Landry,"$44,625"
70585,Rural,Turkey Creek,Louisiana,292,Evangeline,"$26,250"
70586,Suburban,Ville Platte,Louisiana,"19,428",Evangeline,"$32,553"
70589,Suburban,Washington,Louisiana,"3,143",St. Landry,"$39,804"
70591,Suburban,Welsh,Louisiana,"5,400",Jefferson Davis,"$61,923"
70592,Urban,Youngsville,Louisiana,"27,357",Lafayette,"$87,508"
70601,Urban,Lake Charles,Louisiana,"34,365",Calcasieu,"$44,108"
70605,Urban,Lake Charles,Louisiana,"40,835",Calcasieu,"$81,404"
70607,Urban,Lake Charles,Louisiana,"29,294",Cameron,"$45,275"
70609,Urban,Lake Charles,Louisiana,421,Calcasieu,
70611,Urban,Lake Charles,Louisiana,"20,448",Calcasieu,"$92,860"
70615,Urban,Lake Charles,Louisiana,"13,805",Calcasieu,"$40,500"
70629,Urban,Lake Charles,Louisiana,0,Calcasieu,
70630,Suburban,Bell City,Louisiana,"1,965",Cameron,"$64,096"
70631,Rural,Cameron,Louisiana,302,Cameron,
70632,Suburban,Creole,Louisiana,291,Cameron,
70633,Suburban,Dequincy,Louisiana,"8,046",Calcasieu,"$63,056"
70634,Urban,Deridder,Louisiana,"25,999",Beauregard,"$58,380"
70637,Suburban,Dry Creek,Louisiana,966,Allen,"$108,417"
70638,Suburban,Elizabeth,Louisiana,"1,018",Allen,"$43,036"
70639,Suburban,Evans,Louisiana,349,Vernon,"$56,719"
70640,Suburban,Fenton,Louisiana,186,Jefferson Davis,"$18,036"
70643,Suburban,Grand Chenier,Louisiana,225,Cameron,"$28,826"
70644,Suburban,Grant,Louisiana,543,Allen,"$19,375"
70645,Rural,Hackberry,Louisiana,970,Cameron,"$77,986"
70646,Suburban,Hayes,Louisiana,396,Calcasieu,
70647,Suburban,Iowa,Louisiana,"11,439",Calcasieu,"$60,342"
70648,Suburban,Kinder,Louisiana,"7,702",Allen,"$43,958"
70650,Suburban,Lacassine,Louisiana,118,Jefferson Davis,"$62,938"
70651,Suburban,Leblanc,Louisiana,230,Allen,
70652,Suburban,Longville,Louisiana,"1,526",Beauregard,"$51,641"
70653,Suburban,Merryville,Louisiana,"3,634",Beauregard,"$56,190"
70654,Suburban,Mittie,Louisiana,135,Allen,
70655,Suburban,Oberlin,Louisiana,"2,645",Allen,"$49,280"
70656,Rural,Pitkin,Louisiana,"3,160",Vernon,"$45,625"
70657,Suburban,Ragley,Louisiana,"5,042",Beauregard,"$65,159"
70658,Suburban,Reeves,Louisiana,749,Allen,"$80,313"
70659,Urban,Rosepine,Louisiana,"1,450",Vernon,"$61,953"
70660,Suburban,Singer,Louisiana,"2,099",Beauregard,"$58,913"
70661,Suburban,Starks,Louisiana,"1,532",Calcasieu,"$32,130"
70662,Suburban,Sugartown,Louisiana,388,Beauregard,"$83,587"
70663,Urban,Sulphur,Louisiana,"30,810",Calcasieu,"$54,733"
70665,Urban,Sulphur,Louisiana,"12,475",Calcasieu,"$79,068"
70668,Suburban,Vinton,Louisiana,"6,556",Calcasieu,"$43,986"
70669,Urban,Westlake,Louisiana,"9,457",Calcasieu,"$62,029"
70706,Urban,Denham Springs,Louisiana,"22,999",Livingston,"$84,790"
70710,Urban,Addis,Louisiana,"6,503",West Baton Rouge,"$81,681"
70711,Rural,Albany,Louisiana,"5,297",Livingston,"$82,921"
70712,Rural,Angola,Louisiana,"4,091",West Feliciana,"$64,083"
70714,Urban,Baker,Louisiana,"18,591",East Baton Rouge,"$60,061"
70715,Rural,Batchelor,Louisiana,"1,229",Pointe Coupee,"$48,393"
70719,Urban,Brusly,Louisiana,"3,564",West Baton Rouge,"$70,479"
70721,Suburban,Carville,Louisiana,592,Iberville,
70722,Suburban,Clinton,Louisiana,"4,819",East Feliciana,"$67,188"
70723,Suruban,Convent,Louisiana,"1,083",St. James,"$54,063"
70725,Urban,Darrow,Louisiana,"1,506",Ascension,"$65,131"
70726,Urban,Denham Springs,Louisiana,"58,949",Livingston,"$71,910"
70729,Suburban,Erwinville,Louisiana,851,West Baton Rouge,
70730,Suburban,Ethel,Louisiana,"3,409",East Feliciana,"$57,028"
70732,Suburban,Fordoche,Louisiana,"1,180",Pointe Coupee,"$58,542"
70733,Suburban,French Settlement,Louisiana,"1,137",Livingston,"$56,023"
70734,Urban,Geismar,Louisiana,"9,795",Ascension,"$112,320"
70736,Suburban,Glynn,Louisiana,616,Pointe Coupee,"$14,688"
70737,Urban,Gonzales,Louisiana,"45,161",Ascension,"$74,160"
70739,Urban,Greenwell Springs,Louisiana,"13,445",East Baton Rouge,"$99,385"
70740,Urban,Grosse Tete,Louisiana,884,Iberville,"$48,396"
70743,Suruban,Hester,Louisiana,611,St. James,"$127,543"
70744,Suburban,Holden,Louisiana,"6,146",Livingston,"$79,451"
70747,Rural,Innis,Louisiana,346,Pointe Coupee,"$25,800"
70748,Suburban,Jackson,Louisiana,"7,483",East Feliciana,"$54,405"
70749,Suburban,Jarreau,Louisiana,"1,233",Pointe Coupee,"$32,392"
70750,Rural,Krotz Springs,Louisiana,"1,313",St. Landry,"$28,571"
70752,Suburban,Lakeland,Louisiana,712,Pointe Coupee,
70753,Rural,Lettsworth,Louisiana,758,Pointe Coupee,"$32,500"
70754,Suburban,Livingston,Louisiana,"12,564",Livingston,"$71,667"
70755,Suburban,Livonia,Louisiana,"1,480",Pointe Coupee,"$52,000"
70756,Suburban,Lottie,Louisiana,860,Pointe Coupee,
70757,Suburban,Maringouin,Louisiana,"2,315",Iberville,"$49,259"
70759,Suburban,Morganza,Louisiana,"1,458",Pointe Coupee,"$48,750"
70760,Suburban,New Roads,Louisiana,"6,574",Pointe Coupee,"$39,931"
70761,Suburban,Norwood,Louisiana,520,East Feliciana,"$39,609"
70762,Suburban,Oscar,Louisiana,773,Pointe Coupee,"$65,741"
70763,Suburban,Paulina,Louisiana,"4,487",St. James,"$91,250"
70764,Urban,Plaquemine,Louisiana,"15,525",Iberville,"$54,854"
70767,Urban,Port Allen,Louisiana,"16,209",West Baton Rouge,"$67,441"
70769,Urban,Prairieville,Louisiana,"46,900",Ascension,"$104,343"
70770,Urban,Pride,Louisiana,"3,588",East Baton Rouge,"$87,813"
70772,Suburban,Rosedale,Louisiana,"1,134",Iberville,"$62,361"
70773,Suburban,Rougon,Louisiana,193,Pointe Coupee,
70774,Urban,Saint Amant,Louisiana,"10,442",Ascension,"$73,063"
70775,Suburban,Saint Francisville,Louisiana,"10,754",West Feliciana,"$65,674"
70776,Suburban,Saint Gabriel,Louisiana,"6,112",Iberville,"$58,294"
70777,Suburban,Slaughter,Louisiana,"4,365",East Feliciana,"$65,222"
70778,Urban,Sorrento,Louisiana,"3,242",Ascension,"$96,585"
70780,Suburban,Sunshine,Louisiana,"1,143",Iberville,"$96,569"
70782,Suburban,Tunica,Louisiana,151,West Feliciana,"$34,239"
70783,Suburban,Ventress,Louisiana,"2,314",Pointe Coupee,"$104,500"
70785,Urban,Walker,Louisiana,"22,571",Livingston,"$73,750"
70786,Urban,Watson,Louisiana,0,Livingston,
70787,Suburban,Weyanoke,Louisiana,260,West Feliciana,"$43,315"
70788,Suburban,White Castle,Louisiana,"4,108",Iberville,"$49,464"
70789,Suburban,Wilson,Louisiana,767,East Feliciana,"$30,179"
70791,Urban,Zachary,Louisiana,"30,494",East Baton Rouge,"$73,621"
70801,Urban,Baton Rouge,Louisiana,229,East Baton Rouge,"$98,791"
70802,Urban,Baton Rouge,Louisiana,"25,739",East Baton Rouge,"$29,647"
70803,Urban,Baton Rouge,Louisiana,"2,222",East Baton Rouge,
70805,Urban,Baton Rouge,Louisiana,"25,622",East Baton Rouge,"$25,661"
70806,Urban,Baton Rouge,Louisiana,"30,545",East Baton Rouge,"$47,591"
70807,Urban,Baton Rouge,Louisiana,"15,771",East Baton Rouge,"$29,391"
70808,Urban,Baton Rouge,Louisiana,"35,309",East Baton Rouge,"$68,341"
70809,Urban,Baton Rouge,Louisiana,"26,232",East Baton Rouge,"$73,782"
70810,Urban,Baton Rouge,Louisiana,"43,092",East Baton Rouge,"$90,770"
70811,Urban,Baton Rouge,Louisiana,"14,840",East Baton Rouge,"$38,798"
70812,Urban,Baton Rouge,Louisiana,"12,325",East Baton Rouge,"$40,324"
70813,Urban,Baton Rouge,Louisiana,"1,506",East Baton Rouge,
70814,Urban,Baton Rouge,Louisiana,"11,582",East Baton Rouge,"$47,116"
70815,Urban,Baton Rouge,Louisiana,"30,154",East Baton Rouge,"$53,150"
70816,Urban,Baton Rouge,Louisiana,"43,068",East Baton Rouge,"$61,215"
70817,Urban,Baton Rouge,Louisiana,"35,023",East Baton Rouge,"$97,015"
70818,Urban,Baton Rouge,Louisiana,"10,024",East Baton Rouge,"$75,833"
70819,Urban,Baton Rouge,Louisiana,"3,911",East Baton Rouge,"$59,345"
70820,Urban,Baton Rouge,Louisiana,"19,957",East Baton Rouge,"$32,604"
70825,Urban,Baton Rouge,Louisiana,0,East Baton Rouge,
70836,Urban,Baton Rouge,Louisiana,403,East Baton Rouge,
71001,Suburban,Arcadia,Louisiana,"4,155",Bienville,"$34,666"
71002,Suburban,Ashland,Louisiana,212,Natchitoches,"$61,250"
71003,Suburban,Athens,Louisiana,"1,022",Claiborne,"$40,078"
71004,Suburban,Belcher,Louisiana,539,Caddo,"$39,844"
71006,Urban,Benton,Louisiana,"15,467",Bossier,"$85,323"
71007,Suburban,Bethany,Louisiana,"1,304",Caddo,"$44,726"
71008,Suburban,Bienville,Louisiana,524,Bienville,
71009,Urban,Blanchard,Louisiana,86,Caddo,"$25,978"
71016,Suburban,Castor,Louisiana,"1,635",Bienville,"$33,387"
71018,Suburban,Cotton Valley,Louisiana,"1,283",Webster,"$32,639"
71019,Suburban,Coushatta,Louisiana,"7,838",Red River,"$39,564"
71021,Suburban,Cullen,Louisiana,572,Webster,"$19,063"
71023,Suburban,Doyline,Louisiana,"3,041",Webster,"$29,319"
71024,Suburban,Dubberly,Louisiana,"1,332",Webster,"$40,404"
71027,Suburban,Frierson,Louisiana,"1,129",De Soto,"$34,923"
71028,Suburban,Gibsland,Louisiana,"1,414",Bienville,"$27,969"
71029,Suburban,Gilliam,Louisiana,126,Caddo,"$47,083"
71030,Suburban,Gloster,Louisiana,"1,170",De Soto,"$46,810"
71031,Suburban,Goldonna,Louisiana,792,Winn,"$30,078"
71032,Suburban,Grand Cane,Louisiana,"2,592",De Soto,"$49,484"
71033,Urban,Greenwood,Louisiana,"3,487",Caddo,"$55,656"
71034,Suburban,Hall Summit,Louisiana,302,Red River,"$73,958"
71037,Urban,Haughton,Louisiana,"21,816",Bossier,"$55,297"
71038,Rural,Haynesville,Louisiana,"4,018",Claiborne,"$28,315"
71039,Suburban,Heflin,Louisiana,"1,789",Webster,"$37,340"
71040,Suburban,Homer,Louisiana,"7,656",Claiborne,"$27,742"
71043,Suburban,Hosston,Louisiana,444,Caddo,"$46,250"
71044,Suburban,Ida,Louisiana,649,Caddo,"$47,344"
71045,Suburban,Jamestown,Louisiana,587,Bienville,"$64,750"
71046,Suburban,Keatchie,Louisiana,966,De Soto,"$47,200"
71047,Suburban,Keithville,Louisiana,"11,239",Caddo,"$50,133"
71048,Rural,Lisbon,Louisiana,122,Claiborne,"$78,636"
71049,Suburban,Logansport,Louisiana,"3,636",De Soto,"$50,231"
71051,Urban,Elm Grove,Louisiana,"2,182",Bossier,"$75,367"
71052,Suburban,Mansfield,Louisiana,"9,011",De Soto,"$29,567"
71055,Urban,Minden,Louisiana,"18,467",Webster,"$28,730"
71060,Suburban,Mooringsport,Louisiana,"2,546",Caddo,"$40,977"
71061,Suburban,Oil City,Louisiana,"1,673",Caddo,"$40,833"
71063,Suburban,Pelican,Louisiana,705,De Soto,"$43,029"
71064,Suburban,Plain Dealing,Louisiana,"3,361",Bossier,"$39,471"
71065,Suburban,Pleasant Hill,Louisiana,927,Sabine,"$28,980"
71066,Suburban,Powhatan,Louisiana,46,Natchitoches,
71067,Urban,Princeton,Louisiana,"3,485",Bossier,"$28,397"
71068,Suburban,Ringgold,Louisiana,"3,684",Bienville,"$26,748"
71069,Suburban,Rodessa,Louisiana,513,Caddo,
71070,Suburban,Saline,Louisiana,"1,173",Natchitoches,"$50,700"
71071,Suburban,Sarepta,Louisiana,"2,255",Webster,"$36,875"
71072,Suburban,Shongaloo,Louisiana,"1,480",Webster,"$53,359"
71073,Suburban,Sibley,Louisiana,"2,390",Webster,"$36,881"
71075,Suburban,Springhill,Louisiana,"5,884",Webster,"$30,056"
71078,Suburban,Stonewall,Louisiana,"7,295",De Soto,"$85,963"
71079,Rural,Summerfield,Louisiana,35,Claiborne,"$8,750"
71082,Suburban,Vivian,Louisiana,"3,941",Caddo,"$25,913"
71101,Urban,Shreveport,Louisiana,"6,920",Caddo,"$17,702"
71103,Urban,Shreveport,Louisiana,"6,093",Caddo,"$24,990"
71104,Urban,Shreveport,Louisiana,"13,239",Caddo,"$47,094"
71105,Urban,Shreveport,Louisiana,"20,701",Caddo,"$58,664"
71106,Urban,Shreveport,Louisiana,"33,849",Caddo,"$59,469"
71107,Urban,Shreveport,Louisiana,"34,777",Caddo,"$41,948"
71108,Urban,Shreveport,Louisiana,"19,944",Caddo,"$30,726"
71109,Urban,Shreveport,Louisiana,"18,530",Caddo,"$28,696"
71110,Urban,Barksdale Afb,Louisiana,"3,719",Bossier,"$59,038"
71111,Urban,Bossier City,Louisiana,"42,217",Bossier,"$58,714"
71112,Urban,Bossier City,Louisiana,"33,240",Bossier,"$52,516"
